RUN	computerdatabase.ProveOwner	proveowner	1606766715503	 	3.3.1
REQUEST	4070		Prove Owner	1606767298591	1606767298661	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4070	END	1606767298591	1606767298661
USER	Prove Ownership	4071	START	1606767298729	1606767298729
REQUEST	4071		Prove Owner	1606767298729	1606767298774	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4071	END	1606767298729	1606767298774
USER	Prove Ownership	4072	START	1606767298882	1606767298882
REQUEST	4072		Prove Owner	1606767298882	1606767298927	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4072	END	1606767298882	1606767298927
USER	Prove Ownership	4073	START	1606767299019	1606767299019
REQUEST	4073		Prove Owner	1606767299020	1606767299074	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4073	END	1606767299019	1606767299074
USER	Prove Ownership	4074	START	1606767299160	1606767299160
REQUEST	4074		Prove Owner	1606767299160	1606767299195	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4074	END	1606767299160	1606767299195
USER	Prove Ownership	4075	START	1606767299309	1606767299309
REQUEST	4075		Prove Owner	1606767299310	1606767299359	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4075	END	1606767299309	1606767299359
USER	Prove Ownership	4076	START	1606767299452	1606767299452
REQUEST	4076		Prove Owner	1606767299452	1606767299496	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4076	END	1606767299452	1606767299497
USER	Prove Ownership	4077	START	1606767299589	1606767299589
REQUEST	4077		Prove Owner	1606767299590	1606767299652	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4077	END	1606767299589	1606767299652
USER	Prove Ownership	4078	START	1606767299729	1606767299729
REQUEST	4078		Prove Owner	1606767299730	1606767299768	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4078	END	1606767299729	1606767299768
USER	Prove Ownership	4079	START	1606767299880	1606767299880
REQUEST	4079		Prove Owner	1606767299880	1606767299930	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4079	END	1606767299880	1606767299930
USER	Prove Ownership	4080	START	1606767300020	1606767300020
REQUEST	4080		Prove Owner	1606767300020	1606767300065	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4080	END	1606767300020	1606767300065
USER	Prove Ownership	4081	START	1606767300160	1606767300160
REQUEST	4081		Prove Owner	1606767300160	1606767300198	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4081	END	1606767300160	1606767300198
USER	Prove Ownership	4082	START	1606767300310	1606767300310
REQUEST	4082		Prove Owner	1606767300311	1606767300349	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4082	END	1606767300310	1606767300349
USER	Prove Ownership	4083	START	1606767300449	1606767300449
REQUEST	4083		Prove Owner	1606767300450	1606767300539	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4083	END	1606767300449	1606767300539
USER	Prove Ownership	4084	START	1606767300590	1606767300590
REQUEST	4084		Prove Owner	1606767300590	1606767300687	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4084	END	1606767300590	1606767300687
USER	Prove Ownership	4085	START	1606767300729	1606767300729
REQUEST	4085		Prove Owner	1606767300729	1606767300785	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4085	END	1606767300729	1606767300785
USER	Prove Ownership	4086	START	1606767300879	1606767300879
REQUEST	4018		Prove Owner	1606767291162	1606767300977	OK	 
USER	Prove Ownership	4018	END	1606767291162	1606767300977
REQUEST	4054		Prove Owner	1606767296302	1606767301004	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4054	END	1606767296302	1606767301005
REQUEST	4086		Prove Owner	1606767300879	1606767301013	OK	 
USER	Prove Ownership	4086	END	1606767300879	1606767301014
USER	Prove Ownership	4087	START	1606767301020	1606767301020
REQUEST	4087		Prove Owner	1606767301020	1606767301094	OK	 
USER	Prove Ownership	4087	END	1606767301020	1606767301095
USER	Prove Ownership	4088	START	1606767301159	1606767301159
REQUEST	4088		Prove Owner	1606767301159	1606767301215	OK	 
USER	Prove Ownership	4088	END	1606767301159	1606767301216
USER	Prove Ownership	4089	START	1606767301300	1606767301300
REQUEST	4089		Prove Owner	1606767301300	1606767301360	OK	 
USER	Prove Ownership	4089	END	1606767301300	1606767301360
USER	Prove Ownership	4090	START	1606767301450	1606767301450
REQUEST	4090		Prove Owner	1606767301450	1606767301506	OK	 
USER	Prove Ownership	4090	END	1606767301450	1606767301506
USER	Prove Ownership	4091	START	1606767301591	1606767301591
REQUEST	4091		Prove Owner	1606767301591	1606767301689	OK	 
USER	Prove Ownership	4091	END	1606767301591	1606767301690
USER	Prove Ownership	4092	START	1606767301731	1606767301731
REQUEST	4092		Prove Owner	1606767301731	1606767301785	OK	 
USER	Prove Ownership	4092	END	1606767301731	1606767301785
USER	Prove Ownership	4093	START	1606767301880	1606767301880
REQUEST	4093		Prove Owner	1606767301880	1606767301942	OK	 
USER	Prove Ownership	4093	END	1606767301880	1606767301942
USER	Prove Ownership	4094	START	1606767302019	1606767302019
REQUEST	4094		Prove Owner	1606767302019	1606767302126	OK	 
USER	Prove Ownership	4094	END	1606767302019	1606767302127
USER	Prove Ownership	4095	START	1606767302160	1606767302160
REQUEST	4095		Prove Owner	1606767302160	1606767302257	OK	 
USER	Prove Ownership	4095	END	1606767302160	1606767302257
USER	Prove Ownership	4096	START	1606767302299	1606767302299
REQUEST	4096		Prove Owner	1606767302299	1606767302365	OK	 
USER	Prove Ownership	4096	END	1606767302299	1606767302365
USER	Prove Ownership	4097	START	1606767302450	1606767302450
REQUEST	4097		Prove Owner	1606767302450	1606767302527	OK	 
USER	Prove Ownership	4097	END	1606767302450	1606767302527
USER	Prove Ownership	4098	START	1606767302590	1606767302590
REQUEST	4098		Prove Owner	1606767302590	1606767302666	OK	 
USER	Prove Ownership	4098	END	1606767302590	1606767302667
USER	Prove Ownership	4099	START	1606767302730	1606767302730
REQUEST	4099		Prove Owner	1606767302730	1606767302772	OK	 
USER	Prove Ownership	4099	END	1606767302730	1606767302772
USER	Prove Ownership	4100	START	1606767302879	1606767302879
REQUEST	4100		Prove Owner	1606767302879	1606767302942	OK	 
USER	Prove Ownership	4100	END	1606767302879	1606767302943
USER	Prove Ownership	4101	START	1606767303022	1606767303022
REQUEST	4101		Prove Owner	1606767303023	1606767303098	OK	 
USER	Prove Ownership	4101	END	1606767303022	1606767303098
USER	Prove Ownership	4102	START	1606767303159	1606767303159
REQUEST	4102		Prove Owner	1606767303159	1606767303214	OK	 
USER	Prove Ownership	4102	END	1606767303159	1606767303214
USER	Prove Ownership	4103	START	1606767303309	1606767303309
REQUEST	4103		Prove Owner	1606767303310	1606767303370	OK	 
USER	Prove Ownership	4103	END	1606767303309	1606767303370
USER	Prove Ownership	4104	START	1606767303452	1606767303452
REQUEST	4104		Prove Owner	1606767303452	1606767303522	OK	 
USER	Prove Ownership	4104	END	1606767303452	1606767303522
USER	Prove Ownership	4105	START	1606767303590	1606767303590
USER	Prove Ownership	4106	START	1606767303730	1606767303730
REQUEST	4105		Prove Owner	1606767303590	1606767303747	OK	 
USER	Prove Ownership	4105	END	1606767303590	1606767303747
REQUEST	4106		Prove Owner	1606767303731	1606767303816	OK	 
USER	Prove Ownership	4106	END	1606767303730	1606767303817
USER	Prove Ownership	4107	START	1606767303880	1606767303880
REQUEST	4107		Prove Owner	1606767303880	1606767303936	OK	 
USER	Prove Ownership	4107	END	1606767303880	1606767303936
USER	Prove Ownership	4108	START	1606767304019	1606767304019
REQUEST	4108		Prove Owner	1606767304019	1606767304100	OK	 
USER	Prove Ownership	4108	END	1606767304019	1606767304100
USER	Prove Ownership	4109	START	1606767304160	1606767304160
REQUEST	4109		Prove Owner	1606767304160	1606767304214	OK	 
USER	Prove Ownership	4109	END	1606767304160	1606767304215
USER	Prove Ownership	4110	START	1606767304311	1606767304311
REQUEST	4110		Prove Owner	1606767304311	1606767304421	OK	 
USER	Prove Ownership	4110	END	1606767304311	1606767304421
USER	Prove Ownership	4111	START	1606767304449	1606767304449
REQUEST	4111		Prove Owner	1606767304450	1606767304512	OK	 
USER	Prove Ownership	4111	END	1606767304449	1606767304512
USER	Prove Ownership	4112	START	1606767304591	1606767304591
REQUEST	4112		Prove Owner	1606767304591	1606767304660	OK	 
USER	Prove Ownership	4112	END	1606767304591	1606767304660
USER	Prove Ownership	4113	START	1606767304731	1606767304731
REQUEST	4113		Prove Owner	1606767304732	1606767304787	OK	 
USER	Prove Ownership	4113	END	1606767304731	1606767304787
USER	Prove Ownership	4114	START	1606767304870	1606767304870
REQUEST	4114		Prove Owner	1606767304870	1606767304923	OK	 
USER	Prove Ownership	4114	END	1606767304870	1606767304923
USER	Prove Ownership	4115	START	1606767305020	1606767305020
USER	Prove Ownership	4116	START	1606767305159	1606767305159
REQUEST	4115		Prove Owner	1606767305020	1606767305200	OK	 
USER	Prove Ownership	4115	END	1606767305020	1606767305200
REQUEST	4116		Prove Owner	1606767305159	1606767305255	OK	 
USER	Prove Ownership	4116	END	1606767305159	1606767305256
USER	Prove Ownership	4117	START	1606767305300	1606767305300
REQUEST	4117		Prove Owner	1606767305300	1606767305358	OK	 
USER	Prove Ownership	4117	END	1606767305300	1606767305358
USER	Prove Ownership	4118	START	1606767305451	1606767305451
REQUEST	4118		Prove Owner	1606767305451	1606767305507	OK	 
USER	Prove Ownership	4118	END	1606767305451	1606767305507
USER	Prove Ownership	4119	START	1606767305591	1606767305591
REQUEST	4119		Prove Owner	1606767305591	1606767305666	OK	 
USER	Prove Ownership	4119	END	1606767305591	1606767305666
USER	Prove Ownership	4120	START	1606767305729	1606767305729
REQUEST	4120		Prove Owner	1606767305730	1606767305788	OK	 
USER	Prove Ownership	4120	END	1606767305729	1606767305788
USER	Prove Ownership	4121	START	1606767305880	1606767305880
REQUEST	4121		Prove Owner	1606767305880	1606767305935	OK	 
USER	Prove Ownership	4121	END	1606767305880	1606767305936
USER	Prove Ownership	4122	START	1606767306022	1606767306022
REQUEST	4122		Prove Owner	1606767306022	1606767306104	OK	 
USER	Prove Ownership	4122	END	1606767306022	1606767306104
USER	Prove Ownership	4123	START	1606767306160	1606767306160
REQUEST	4123		Prove Owner	1606767306161	1606767306219	OK	 
USER	Prove Ownership	4123	END	1606767306160	1606767306219
USER	Prove Ownership	4124	START	1606767306312	1606767306312
REQUEST	4124		Prove Owner	1606767306312	1606767306371	OK	 
USER	Prove Ownership	4124	END	1606767306312	1606767306372
USER	Prove Ownership	4125	START	1606767306440	1606767306440
REQUEST	4125		Prove Owner	1606767306441	1606767306498	OK	 
USER	Prove Ownership	4125	END	1606767306440	1606767306498
USER	Prove Ownership	4126	START	1606767306591	1606767306591
REQUEST	4126		Prove Owner	1606767306591	1606767306665	OK	 
USER	Prove Ownership	4126	END	1606767306591	1606767306666
USER	Prove Ownership	4127	START	1606767306729	1606767306729
REQUEST	4127		Prove Owner	1606767306729	1606767306789	OK	 
USER	Prove Ownership	4127	END	1606767306729	1606767306789
USER	Prove Ownership	4128	START	1606767306869	1606767306869
REQUEST	4128		Prove Owner	1606767306869	1606767306927	OK	 
USER	Prove Ownership	4128	END	1606767306869	1606767306928
USER	Prove Ownership	4129	START	1606767307019	1606767307019
REQUEST	4129		Prove Owner	1606767307019	1606767307081	OK	 
USER	Prove Ownership	4129	END	1606767307019	1606767307081
USER	Prove Ownership	4130	START	1606767307161	1606767307161
REQUEST	4130		Prove Owner	1606767307161	1606767307227	OK	 
USER	Prove Ownership	4130	END	1606767307161	1606767307227
USER	Prove Ownership	4131	START	1606767307302	1606767307302
REQUEST	4131		Prove Owner	1606767307302	1606767307359	OK	 
USER	Prove Ownership	4131	END	1606767307302	1606767307359
USER	Prove Ownership	4132	START	1606767307450	1606767307450
REQUEST	4132		Prove Owner	1606767307450	1606767307528	OK	 
USER	Prove Ownership	4132	END	1606767307450	1606767307529
USER	Prove Ownership	4133	START	1606767307590	1606767307590
REQUEST	4133		Prove Owner	1606767307590	1606767307669	OK	 
USER	Prove Ownership	4133	END	1606767307590	1606767307669
USER	Prove Ownership	4134	START	1606767307730	1606767307730
REQUEST	4134		Prove Owner	1606767307730	1606767307785	OK	 
USER	Prove Ownership	4134	END	1606767307730	1606767307786
USER	Prove Ownership	4135	START	1606767307880	1606767307880
REQUEST	4135		Prove Owner	1606767307880	1606767307938	OK	 
USER	Prove Ownership	4135	END	1606767307880	1606767307938
USER	Prove Ownership	4136	START	1606767308020	1606767308020
REQUEST	4136		Prove Owner	1606767308021	1606767308089	OK	 
USER	Prove Ownership	4136	END	1606767308020	1606767308089
USER	Prove Ownership	4137	START	1606767308159	1606767308159
REQUEST	4137		Prove Owner	1606767308160	1606767308236	OK	 
USER	Prove Ownership	4137	END	1606767308159	1606767308236
USER	Prove Ownership	4138	START	1606767308311	1606767308311
REQUEST	4138		Prove Owner	1606767308312	1606767308381	OK	 
USER	Prove Ownership	4138	END	1606767308311	1606767308381
USER	Prove Ownership	4139	START	1606767308440	1606767308440
REQUEST	4139		Prove Owner	1606767308440	1606767308497	OK	 
USER	Prove Ownership	4139	END	1606767308440	1606767308498
USER	Prove Ownership	4140	START	1606767308591	1606767308591
REQUEST	4140		Prove Owner	1606767308591	1606767308676	OK	 
USER	Prove Ownership	4140	END	1606767308591	1606767308677
USER	Prove Ownership	4141	START	1606767308730	1606767308730
REQUEST	4141		Prove Owner	1606767308730	1606767308779	OK	 
USER	Prove Ownership	4141	END	1606767308730	1606767308779
USER	Prove Ownership	4142	START	1606767308871	1606767308871
REQUEST	4142		Prove Owner	1606767308871	1606767308926	OK	 
USER	Prove Ownership	4142	END	1606767308871	1606767308926
USER	Prove Ownership	4143	START	1606767309019	1606767309019
REQUEST	4143		Prove Owner	1606767309020	1606767309088	OK	 
USER	Prove Ownership	4143	END	1606767309019	1606767309088
USER	Prove Ownership	4144	START	1606767309160	1606767309160
REQUEST	4144		Prove Owner	1606767309160	1606767309242	OK	 
USER	Prove Ownership	4144	END	1606767309160	1606767309242
USER	Prove Ownership	4145	START	1606767309299	1606767309299
REQUEST	4145		Prove Owner	1606767309300	1606767309353	OK	 
USER	Prove Ownership	4145	END	1606767309299	1606767309353
USER	Prove Ownership	4146	START	1606767309450	1606767309450
REQUEST	4146		Prove Owner	1606767309450	1606767309506	OK	 
USER	Prove Ownership	4146	END	1606767309450	1606767309506
USER	Prove Ownership	4147	START	1606767309591	1606767309591
REQUEST	4147		Prove Owner	1606767309591	1606767309644	OK	 
USER	Prove Ownership	4147	END	1606767309591	1606767309644
USER	Prove Ownership	4148	START	1606767309730	1606767309730
REQUEST	4148		Prove Owner	1606767309730	1606767309785	OK	 
USER	Prove Ownership	4148	END	1606767309730	1606767309785
USER	Prove Ownership	4149	START	1606767309882	1606767309882
REQUEST	4149		Prove Owner	1606767309882	1606767309937	OK	 
USER	Prove Ownership	4149	END	1606767309882	1606767309938
USER	Prove Ownership	4150	START	1606767310020	1606767310020
REQUEST	4150		Prove Owner	1606767310020	1606767310084	OK	 
USER	Prove Ownership	4150	END	1606767310020	1606767310085
USER	Prove Ownership	4151	START	1606767310159	1606767310159
REQUEST	4151		Prove Owner	1606767310159	1606767310251	OK	 
USER	Prove Ownership	4151	END	1606767310159	1606767310251
USER	Prove Ownership	4152	START	1606767310300	1606767310300
REQUEST	4152		Prove Owner	1606767310300	1606767310357	OK	 
USER	Prove Ownership	4152	END	1606767310300	1606767310357
USER	Prove Ownership	4153	START	1606767310450	1606767310450
REQUEST	4153		Prove Owner	1606767310450	1606767310560	OK	 
USER	Prove Ownership	4153	END	1606767310450	1606767310561
USER	Prove Ownership	4154	START	1606767310589	1606767310589
REQUEST	4154		Prove Owner	1606767310589	1606767310726	OK	 
USER	Prove Ownership	4154	END	1606767310589	1606767310727
USER	Prove Ownership	4155	START	1606767310729	1606767310729
REQUEST	4155		Prove Owner	1606767310729	1606767310849	OK	 
USER	Prove Ownership	4155	END	1606767310729	1606767310849
USER	Prove Ownership	4156	START	1606767310880	1606767310880
REQUEST	4156		Prove Owner	1606767310880	1606767310979	OK	 
USER	Prove Ownership	4156	END	1606767310880	1606767310980
