RUN	computerdatabase.ProveOwner	proveowner	1588030126469	9 per sec	3.3.1
USER	Prove Ownership	1985	END	1588030348143	1588030348217
USER	Prove Ownership	1986	START	1588030348254	1588030348254
REQUEST	1986		Prove Owner	1588030348254	1588030348329	OK	 
USER	Prove Ownership	1986	END	1588030348254	1588030348329
USER	Prove Ownership	1987	START	1588030348364	1588030348364
REQUEST	1987		Prove Owner	1588030348364	1588030348417	OK	 
USER	Prove Ownership	1987	END	1588030348364	1588030348418
USER	Prove Ownership	1988	START	1588030348473	1588030348473
REQUEST	1988		Prove Owner	1588030348474	1588030348544	OK	 
USER	Prove Ownership	1988	END	1588030348473	1588030348544
USER	Prove Ownership	1989	START	1588030348583	1588030348583
REQUEST	1989		Prove Owner	1588030348584	1588030348638	OK	 
USER	Prove Ownership	1989	END	1588030348583	1588030348638
USER	Prove Ownership	1990	START	1588030348704	1588030348704
REQUEST	1990		Prove Owner	1588030348704	1588030348760	OK	 
USER	Prove Ownership	1990	END	1588030348704	1588030348760
USER	Prove Ownership	1991	START	1588030348814	1588030348814
USER	Prove Ownership	1992	START	1588030348923	1588030348923
USER	Prove Ownership	1993	START	1588030349033	1588030349033
REQUEST	1991		Prove Owner	1588030348814	1588030349098	OK	 
USER	Prove Ownership	1991	END	1588030348814	1588030349099
USER	Prove Ownership	1994	START	1588030349144	1588030349144
USER	Prove Ownership	1995	START	1588030349254	1588030349254
USER	Prove Ownership	1996	START	1588030349364	1588030349364
REQUEST	1992		Prove Owner	1588030348924	1588030349376	OK	 
USER	Prove Ownership	1992	END	1588030348923	1588030349376
USER	Prove Ownership	1997	START	1588030349474	1588030349474
REQUEST	1993		Prove Owner	1588030349034	1588030349482	OK	 
USER	Prove Ownership	1993	END	1588030349033	1588030349482
USER	Prove Ownership	1998	START	1588030349584	1588030349584
REQUEST	1994		Prove Owner	1588030349144	1588030349681	OK	 
USER	Prove Ownership	1994	END	1588030349144	1588030349681
USER	Prove Ownership	1999	START	1588030349705	1588030349705
USER	Prove Ownership	2000	START	1588030349814	1588030349814
REQUEST	1995		Prove Owner	1588030349254	1588030349862	OK	 
USER	Prove Ownership	1995	END	1588030349254	1588030349862
USER	Prove Ownership	2001	START	1588030349923	1588030349923
USER	Prove Ownership	2002	START	1588030350033	1588030350033
USER	Prove Ownership	2003	START	1588030350144	1588030350144
REQUEST	1996		Prove Owner	1588030349364	1588030350186	OK	 
USER	Prove Ownership	1996	END	1588030349364	1588030350186
REQUEST	1997		Prove Owner	1588030349474	1588030350194	OK	 
USER	Prove Ownership	1997	END	1588030349474	1588030350195
USER	Prove Ownership	2004	START	1588030350253	1588030350253
REQUEST	1999		Prove Owner	1588030349706	1588030350310	OK	 
USER	Prove Ownership	1999	END	1588030349705	1588030350310
USER	Prove Ownership	2005	START	1588030350364	1588030350364
REQUEST	2000		Prove Owner	1588030349814	1588030350428	OK	 
USER	Prove Ownership	2000	END	1588030349814	1588030350428
REQUEST	1998		Prove Owner	1588030349584	1588030350445	OK	 
USER	Prove Ownership	1998	END	1588030349584	1588030350446
USER	Prove Ownership	2006	START	1588030350474	1588030350474
REQUEST	2001		Prove Owner	1588030349924	1588030350534	OK	 
USER	Prove Ownership	2001	END	1588030349923	1588030350534
REQUEST	2002		Prove Owner	1588030350034	1588030350548	OK	 
USER	Prove Ownership	2002	END	1588030350033	1588030350548
USER	Prove Ownership	2007	START	1588030350583	1588030350583
REQUEST	2003		Prove Owner	1588030350145	1588030350630	OK	 
USER	Prove Ownership	2003	END	1588030350144	1588030350630
REQUEST	2004		Prove Owner	1588030350253	1588030350647	OK	 
USER	Prove Ownership	2004	END	1588030350253	1588030350647
USER	Prove Ownership	2008	START	1588030350704	1588030350704
REQUEST	2006		Prove Owner	1588030350474	1588030350753	OK	 
USER	Prove Ownership	2006	END	1588030350474	1588030350754
REQUEST	2005		Prove Owner	1588030350365	1588030350800	OK	 
USER	Prove Ownership	2005	END	1588030350364	1588030350801
USER	Prove Ownership	2009	START	1588030350814	1588030350814
REQUEST	2007		Prove Owner	1588030350583	1588030350835	OK	 
USER	Prove Ownership	2007	END	1588030350583	1588030350835
REQUEST	2008		Prove Owner	1588030350705	1588030350908	OK	 
USER	Prove Ownership	2008	END	1588030350704	1588030350908
USER	Prove Ownership	2010	START	1588030350925	1588030350925
REQUEST	2009		Prove Owner	1588030350814	1588030350969	OK	 
USER	Prove Ownership	2009	END	1588030350814	1588030350969
REQUEST	2010		Prove Owner	1588030350925	1588030351012	OK	 
USER	Prove Ownership	2010	END	1588030350925	1588030351012
USER	Prove Ownership	2011	START	1588030351035	1588030351035
REQUEST	2011		Prove Owner	1588030351036	1588030351102	OK	 
USER	Prove Ownership	2011	END	1588030351035	1588030351102
USER	Prove Ownership	2012	START	1588030351145	1588030351145
REQUEST	2012		Prove Owner	1588030351145	1588030351229	OK	 
USER	Prove Ownership	2012	END	1588030351145	1588030351229
USER	Prove Ownership	2013	START	1588030351255	1588030351255
REQUEST	2013		Prove Owner	1588030351255	1588030351331	OK	 
USER	Prove Ownership	2013	END	1588030351255	1588030351331
USER	Prove Ownership	2014	START	1588030351364	1588030351364
REQUEST	2014		Prove Owner	1588030351364	1588030351430	OK	 
USER	Prove Ownership	2014	END	1588030351364	1588030351430
USER	Prove Ownership	2015	START	1588030351473	1588030351473
REQUEST	2015		Prove Owner	1588030351473	1588030351519	OK	 
USER	Prove Ownership	2015	END	1588030351473	1588030351520
USER	Prove Ownership	2016	START	1588030351583	1588030351583
REQUEST	2016		Prove Owner	1588030351583	1588030351654	OK	 
USER	Prove Ownership	2016	END	1588030351583	1588030351654
USER	Prove Ownership	2017	START	1588030351704	1588030351704
REQUEST	2017		Prove Owner	1588030351704	1588030351785	OK	 
USER	Prove Ownership	2017	END	1588030351704	1588030351785
USER	Prove Ownership	2018	START	1588030351814	1588030351814
REQUEST	2018		Prove Owner	1588030351815	1588030351901	OK	 
USER	Prove Ownership	2018	END	1588030351814	1588030351901
USER	Prove Ownership	2019	START	1588030351924	1588030351924
REQUEST	2019		Prove Owner	1588030351925	1588030351995	OK	 
USER	Prove Ownership	2019	END	1588030351924	1588030351995
USER	Prove Ownership	2020	START	1588030352034	1588030352034
REQUEST	2020		Prove Owner	1588030352034	1588030352108	OK	 
USER	Prove Ownership	2020	END	1588030352034	1588030352108
USER	Prove Ownership	2021	START	1588030352143	1588030352143
REQUEST	2021		Prove Owner	1588030352144	1588030352243	OK	 
USER	Prove Ownership	2021	END	1588030352143	1588030352244
USER	Prove Ownership	2022	START	1588030352255	1588030352255
REQUEST	2022		Prove Owner	1588030352255	1588030352331	OK	 
USER	Prove Ownership	2022	END	1588030352255	1588030352331
USER	Prove Ownership	2023	START	1588030352364	1588030352364
REQUEST	2023		Prove Owner	1588030352364	1588030352420	OK	 
USER	Prove Ownership	2023	END	1588030352364	1588030352421
USER	Prove Ownership	2024	START	1588030352474	1588030352474
REQUEST	2024		Prove Owner	1588030352475	1588030352541	OK	 
USER	Prove Ownership	2024	END	1588030352474	1588030352542
USER	Prove Ownership	2025	START	1588030352586	1588030352586
REQUEST	2025		Prove Owner	1588030352586	1588030352683	OK	 
USER	Prove Ownership	2025	END	1588030352586	1588030352683
USER	Prove Ownership	2026	START	1588030352705	1588030352705
REQUEST	2026		Prove Owner	1588030352706	1588030352797	OK	 
USER	Prove Ownership	2026	END	1588030352705	1588030352797
USER	Prove Ownership	2027	START	1588030352814	1588030352814
REQUEST	2027		Prove Owner	1588030352814	1588030352914	OK	 
USER	Prove Ownership	2027	END	1588030352814	1588030352914
USER	Prove Ownership	2028	START	1588030352923	1588030352923
REQUEST	2028		Prove Owner	1588030352924	1588030352996	OK	 
USER	Prove Ownership	2028	END	1588030352923	1588030352997
USER	Prove Ownership	2029	START	1588030353033	1588030353033
REQUEST	2029		Prove Owner	1588030353033	1588030353098	OK	 
USER	Prove Ownership	2029	END	1588030353033	1588030353098
USER	Prove Ownership	2030	START	1588030353144	1588030353144
REQUEST	2030		Prove Owner	1588030353144	1588030353201	OK	 
USER	Prove Ownership	2030	END	1588030353144	1588030353202
USER	Prove Ownership	2031	START	1588030353254	1588030353254
REQUEST	2031		Prove Owner	1588030353254	1588030353333	OK	 
USER	Prove Ownership	2031	END	1588030353254	1588030353333
USER	Prove Ownership	2032	START	1588030353364	1588030353364
REQUEST	2032		Prove Owner	1588030353365	1588030353444	OK	 
USER	Prove Ownership	2032	END	1588030353364	1588030353444
USER	Prove Ownership	2033	START	1588030353474	1588030353474
REQUEST	2033		Prove Owner	1588030353475	1588030353538	OK	 
USER	Prove Ownership	2033	END	1588030353474	1588030353538
USER	Prove Ownership	2034	START	1588030353584	1588030353584
REQUEST	2034		Prove Owner	1588030353584	1588030353646	OK	 
USER	Prove Ownership	2034	END	1588030353584	1588030353647
USER	Prove Ownership	2035	START	1588030353703	1588030353703
REQUEST	2035		Prove Owner	1588030353704	1588030353797	OK	 
USER	Prove Ownership	2035	END	1588030353703	1588030353797
USER	Prove Ownership	2036	START	1588030353815	1588030353815
REQUEST	2036		Prove Owner	1588030353815	1588030353911	OK	 
USER	Prove Ownership	2036	END	1588030353815	1588030353911
USER	Prove Ownership	2037	START	1588030353924	1588030353924
REQUEST	2037		Prove Owner	1588030353924	1588030353983	OK	 
USER	Prove Ownership	2037	END	1588030353924	1588030353983
USER	Prove Ownership	2038	START	1588030354034	1588030354034
USER	Prove Ownership	2039	START	1588030354144	1588030354144
REQUEST	2038		Prove Owner	1588030354034	1588030354173	OK	 
USER	Prove Ownership	2038	END	1588030354034	1588030354173
REQUEST	2039		Prove Owner	1588030354144	1588030354235	OK	 
USER	Prove Ownership	2039	END	1588030354144	1588030354235
USER	Prove Ownership	2040	START	1588030354254	1588030354254
REQUEST	2040		Prove Owner	1588030354255	1588030354329	OK	 
USER	Prove Ownership	2040	END	1588030354254	1588030354329
USER	Prove Ownership	2041	START	1588030354363	1588030354363
REQUEST	2041		Prove Owner	1588030354364	1588030354426	OK	 
USER	Prove Ownership	2041	END	1588030354363	1588030354426
USER	Prove Ownership	2042	START	1588030354475	1588030354475
REQUEST	2042		Prove Owner	1588030354475	1588030354534	OK	 
USER	Prove Ownership	2042	END	1588030354475	1588030354535
USER	Prove Ownership	2043	START	1588030354584	1588030354584
REQUEST	2043		Prove Owner	1588030354584	1588030354652	OK	 
USER	Prove Ownership	2043	END	1588030354584	1588030354653
USER	Prove Ownership	2044	START	1588030354703	1588030354703
REQUEST	2044		Prove Owner	1588030354703	1588030354798	OK	 
USER	Prove Ownership	2044	END	1588030354703	1588030354798
USER	Prove Ownership	2045	START	1588030354814	1588030354814
REQUEST	2045		Prove Owner	1588030354814	1588030354907	OK	 
USER	Prove Ownership	2045	END	1588030354814	1588030354908
USER	Prove Ownership	2046	START	1588030354923	1588030354923
REQUEST	2046		Prove Owner	1588030354923	1588030354986	OK	 
USER	Prove Ownership	2046	END	1588030354923	1588030354986
USER	Prove Ownership	2047	START	1588030355033	1588030355033
REQUEST	2047		Prove Owner	1588030355034	1588030355132	OK	 
USER	Prove Ownership	2047	END	1588030355033	1588030355133
USER	Prove Ownership	2048	START	1588030355144	1588030355144
REQUEST	2048		Prove Owner	1588030355145	1588030355203	OK	 
USER	Prove Ownership	2048	END	1588030355144	1588030355203
USER	Prove Ownership	2049	START	1588030355253	1588030355253
REQUEST	2049		Prove Owner	1588030355254	1588030355335	OK	 
USER	Prove Ownership	2049	END	1588030355253	1588030355336
USER	Prove Ownership	2050	START	1588030355363	1588030355363
REQUEST	2050		Prove Owner	1588030355363	1588030355429	OK	 
USER	Prove Ownership	2050	END	1588030355363	1588030355430
USER	Prove Ownership	2051	START	1588030355474	1588030355474
REQUEST	2051		Prove Owner	1588030355474	1588030355540	OK	 
USER	Prove Ownership	2051	END	1588030355474	1588030355540
USER	Prove Ownership	2052	START	1588030355584	1588030355584
USER	Prove Ownership	2053	START	1588030355703	1588030355703
REQUEST	2052		Prove Owner	1588030355585	1588030355783	OK	 
USER	Prove Ownership	2052	END	1588030355584	1588030355783
USER	Prove Ownership	2054	START	1588030355813	1588030355813
USER	Prove Ownership	2055	START	1588030355923	1588030355923
REQUEST	2053		Prove Owner	1588030355703	1588030356018	OK	 
USER	Prove Ownership	2053	END	1588030355703	1588030356018
USER	Prove Ownership	2056	START	1588030356034	1588030356034
REQUEST	2054		Prove Owner	1588030355813	1588030356056	OK	 
USER	Prove Ownership	2054	END	1588030355813	1588030356056
REQUEST	2055		Prove Owner	1588030355923	1588030356094	OK	 
USER	Prove Ownership	2055	END	1588030355923	1588030356094
REQUEST	2056		Prove Owner	1588030356035	1588030356133	OK	 
USER	Prove Ownership	2056	END	1588030356034	1588030356134
USER	Prove Ownership	2057	START	1588030356144	1588030356144
REQUEST	2057		Prove Owner	1588030356145	1588030356194	OK	 
USER	Prove Ownership	2057	END	1588030356144	1588030356194
USER	Prove Ownership	2058	START	1588030356253	1588030356253
REQUEST	2058		Prove Owner	1588030356254	1588030356314	OK	 
USER	Prove Ownership	2058	END	1588030356253	1588030356315
USER	Prove Ownership	2059	START	1588030356363	1588030356363
REQUEST	2059		Prove Owner	1588030356363	1588030356438	OK	 
USER	Prove Ownership	2059	END	1588030356363	1588030356438
USER	Prove Ownership	2060	START	1588030356473	1588030356473
REQUEST	2060		Prove Owner	1588030356473	1588030356536	OK	 
USER	Prove Ownership	2060	END	1588030356473	1588030356537
USER	Prove Ownership	2061	START	1588030356584	1588030356584
REQUEST	2061		Prove Owner	1588030356584	1588030356641	OK	 
USER	Prove Ownership	2061	END	1588030356584	1588030356642
USER	Prove Ownership	2062	START	1588030356704	1588030356704
REQUEST	2062		Prove Owner	1588030356704	1588030356795	OK	 
USER	Prove Ownership	2062	END	1588030356704	1588030356796
USER	Prove Ownership	2063	START	1588030356815	1588030356815
REQUEST	2063		Prove Owner	1588030356815	1588030356915	OK	 
USER	Prove Ownership	2063	END	1588030356815	1588030356915
USER	Prove Ownership	2064	START	1588030356923	1588030356923
REQUEST	2064		Prove Owner	1588030356923	1588030356991	OK	 
USER	Prove Ownership	2064	END	1588030356923	1588030356991
USER	Prove Ownership	2065	START	1588030357033	1588030357033
REQUEST	2065		Prove Owner	1588030357033	1588030357088	OK	 
USER	Prove Ownership	2065	END	1588030357033	1588030357088
USER	Prove Ownership	2066	START	1588030357143	1588030357143
REQUEST	2066		Prove Owner	1588030357143	1588030357202	OK	 
USER	Prove Ownership	2066	END	1588030357143	1588030357203
USER	Prove Ownership	2067	START	1588030357254	1588030357254
REQUEST	2067		Prove Owner	1588030357254	1588030357324	OK	 
USER	Prove Ownership	2067	END	1588030357254	1588030357324
USER	Prove Ownership	2068	START	1588030357366	1588030357366
REQUEST	2068		Prove Owner	1588030357366	1588030357441	OK	 
USER	Prove Ownership	2068	END	1588030357366	1588030357441
USER	Prove Ownership	2069	START	1588030357474	1588030357474
REQUEST	2069		Prove Owner	1588030357474	1588030357534	OK	 
USER	Prove Ownership	2069	END	1588030357474	1588030357534
USER	Prove Ownership	2070	START	1588030357584	1588030357584
REQUEST	2070		Prove Owner	1588030357584	1588030357659	OK	 
USER	Prove Ownership	2070	END	1588030357584	1588030357660
USER	Prove Ownership	2071	START	1588030357704	1588030357704
REQUEST	2071		Prove Owner	1588030357704	1588030357811	OK	 
USER	Prove Ownership	2071	END	1588030357704	1588030357811
USER	Prove Ownership	2072	START	1588030357813	1588030357813
REQUEST	2072		Prove Owner	1588030357813	1588030357895	OK	 
USER	Prove Ownership	2072	END	1588030357813	1588030357896
USER	Prove Ownership	2073	START	1588030357923	1588030357923
REQUEST	2073		Prove Owner	1588030357924	1588030358027	OK	 
USER	Prove Ownership	2073	END	1588030357923	1588030358027
USER	Prove Ownership	2074	START	1588030358034	1588030358034
REQUEST	2074		Prove Owner	1588030358034	1588030358092	OK	 
USER	Prove Ownership	2074	END	1588030358034	1588030358092
USER	Prove Ownership	2075	START	1588030358143	1588030358143
REQUEST	2075		Prove Owner	1588030358143	1588030358209	OK	 
USER	Prove Ownership	2075	END	1588030358143	1588030358210
USER	Prove Ownership	2076	START	1588030358256	1588030358256
REQUEST	2076		Prove Owner	1588030358256	1588030358317	OK	 
USER	Prove Ownership	2076	END	1588030358256	1588030358317
USER	Prove Ownership	2077	START	1588030358363	1588030358363
REQUEST	2077		Prove Owner	1588030358363	1588030358429	OK	 
USER	Prove Ownership	2077	END	1588030358363	1588030358429
USER	Prove Ownership	2078	START	1588030358473	1588030358473
REQUEST	2078		Prove Owner	1588030358474	1588030358544	OK	 
USER	Prove Ownership	2078	END	1588030358473	1588030358544
USER	Prove Ownership	2079	START	1588030358584	1588030358584
REQUEST	2079		Prove Owner	1588030358584	1588030358644	OK	 
USER	Prove Ownership	2079	END	1588030358584	1588030358645
USER	Prove Ownership	2080	START	1588030358704	1588030358704
REQUEST	2080		Prove Owner	1588030358704	1588030358783	OK	 
USER	Prove Ownership	2080	END	1588030358704	1588030358783
USER	Prove Ownership	2081	START	1588030358814	1588030358814
USER	Prove Ownership	2082	START	1588030358923	1588030358923
USER	Prove Ownership	2083	START	1588030359033	1588030359033
REQUEST	2081		Prove Owner	1588030358814	1588030359117	OK	 
USER	Prove Ownership	2081	END	1588030358814	1588030359118
USER	Prove Ownership	2084	START	1588030359143	1588030359143
USER	Prove Ownership	2085	START	1588030359253	1588030359253
REQUEST	2082		Prove Owner	1588030358924	1588030359297	OK	 
USER	Prove Ownership	2082	END	1588030358923	1588030359297
USER	Prove Ownership	2086	START	1588030359364	1588030359364
REQUEST	2083		Prove Owner	1588030359034	1588030359464	OK	 
USER	Prove Ownership	2083	END	1588030359033	1588030359465
USER	Prove Ownership	2087	START	1588030359473	1588030359473
USER	Prove Ownership	2088	START	1588030359583	1588030359583
REQUEST	2084		Prove Owner	1588030359144	1588030359583	OK	 
USER	Prove Ownership	2084	END	1588030359143	1588030359583
USER	Prove Ownership	2089	START	1588030359703	1588030359703
REQUEST	2085		Prove Owner	1588030359254	1588030359758	OK	 
USER	Prove Ownership	2085	END	1588030359253	1588030359758
USER	Prove Ownership	2090	START	1588030359813	1588030359813
REQUEST	2086		Prove Owner	1588030359364	1588030359873	OK	 
USER	Prove Ownership	2086	END	1588030359364	1588030359874
USER	Prove Ownership	2091	START	1588030359924	1588030359924
REQUEST	2087		Prove Owner	1588030359473	1588030359987	OK	 
USER	Prove Ownership	2087	END	1588030359473	1588030359987
USER	Prove Ownership	2092	START	1588030360033	1588030360033
USER	Prove Ownership	2093	START	1588030360144	1588030360144
REQUEST	2088		Prove Owner	1588030359583	1588030360202	OK	 
USER	Prove Ownership	2088	END	1588030359583	1588030360203
USER	Prove Ownership	2094	START	1588030360253	1588030360253
REQUEST	2089		Prove Owner	1588030359704	1588030360275	OK	 
USER	Prove Ownership	2089	END	1588030359703	1588030360275
USER	Prove Ownership	2095	START	1588030360364	1588030360364
REQUEST	2090		Prove Owner	1588030359813	1588030360467	OK	 
USER	Prove Ownership	2090	END	1588030359813	1588030360468
USER	Prove Ownership	2096	START	1588030360473	1588030360473
REQUEST	2091		Prove Owner	1588030359924	1588030360501	OK	 
USER	Prove Ownership	2091	END	1588030359924	1588030360501
REQUEST	2092		Prove Owner	1588030360034	1588030360563	OK	 
USER	Prove Ownership	2092	END	1588030360033	1588030360563
USER	Prove Ownership	2097	START	1588030360583	1588030360583
REQUEST	2093		Prove Owner	1588030360144	1588030360642	OK	 
USER	Prove Ownership	2093	END	1588030360144	1588030360642
REQUEST	2094		Prove Owner	1588030360254	1588030360688	OK	 
USER	Prove Ownership	2094	END	1588030360253	1588030360688
USER	Prove Ownership	2098	START	1588030360703	1588030360703
REQUEST	2095		Prove Owner	1588030360365	1588030360800	OK	 
USER	Prove Ownership	2095	END	1588030360364	1588030360800
USER	Prove Ownership	2099	START	1588030360813	1588030360813
REQUEST	2096		Prove Owner	1588030360474	1588030360852	OK	 
USER	Prove Ownership	2096	END	1588030360473	1588030360852
USER	Prove Ownership	2100	START	1588030360924	1588030360924
REQUEST	2097		Prove Owner	1588030360583	1588030360962	OK	 
USER	Prove Ownership	2097	END	1588030360583	1588030360962
REQUEST	2098		Prove Owner	1588030360703	1588030360993	OK	 
USER	Prove Ownership	2098	END	1588030360703	1588030360993
USER	Prove Ownership	2101	START	1588030361033	1588030361033
REQUEST	2099		Prove Owner	1588030360813	1588030361087	OK	 
USER	Prove Ownership	2099	END	1588030360813	1588030361088
REQUEST	2100		Prove Owner	1588030360924	1588030361127	OK	 
USER	Prove Ownership	2100	END	1588030360924	1588030361127
USER	Prove Ownership	2102	START	1588030361143	1588030361143
REQUEST	2101		Prove Owner	1588030361034	1588030361225	OK	 
USER	Prove Ownership	2101	END	1588030361033	1588030361225
USER	Prove Ownership	2103	START	1588030361253	1588030361253
REQUEST	2102		Prove Owner	1588030361144	1588030361272	OK	 
USER	Prove Ownership	2102	END	1588030361143	1588030361272
REQUEST	2103		Prove Owner	1588030361254	1588030361351	OK	 
USER	Prove Ownership	2103	END	1588030361253	1588030361351
USER	Prove Ownership	2104	START	1588030361363	1588030361363
REQUEST	2104		Prove Owner	1588030361363	1588030361435	OK	 
USER	Prove Ownership	2104	END	1588030361363	1588030361435
USER	Prove Ownership	2105	START	1588030361475	1588030361475
REQUEST	2105		Prove Owner	1588030361475	1588030361539	OK	 
USER	Prove Ownership	2105	END	1588030361475	1588030361540
USER	Prove Ownership	2106	START	1588030361584	1588030361584
REQUEST	2106		Prove Owner	1588030361584	1588030361661	OK	 
USER	Prove Ownership	2106	END	1588030361584	1588030361661
USER	Prove Ownership	2107	START	1588030361704	1588030361704
REQUEST	2107		Prove Owner	1588030361705	1588030361800	OK	 
USER	Prove Ownership	2107	END	1588030361704	1588030361800
USER	Prove Ownership	2108	START	1588030361814	1588030361814
REQUEST	2108		Prove Owner	1588030361814	1588030361892	OK	 
USER	Prove Ownership	2108	END	1588030361814	1588030361892
USER	Prove Ownership	2109	START	1588030361925	1588030361925
REQUEST	2109		Prove Owner	1588030361925	1588030361993	OK	 
USER	Prove Ownership	2109	END	1588030361925	1588030361994
USER	Prove Ownership	2110	START	1588030362034	1588030362034
USER	Prove Ownership	2111	START	1588030362143	1588030362143
REQUEST	2110		Prove Owner	1588030362034	1588030362148	OK	 
USER	Prove Ownership	2110	END	1588030362034	1588030362148
REQUEST	2111		Prove Owner	1588030362144	1588030362207	OK	 
USER	Prove Ownership	2111	END	1588030362143	1588030362207
USER	Prove Ownership	2112	START	1588030362254	1588030362254
REQUEST	2112		Prove Owner	1588030362255	1588030362307	OK	 
USER	Prove Ownership	2112	END	1588030362254	1588030362307
USER	Prove Ownership	2113	START	1588030362365	1588030362365
REQUEST	2113		Prove Owner	1588030362365	1588030362437	OK	 
USER	Prove Ownership	2113	END	1588030362365	1588030362437
USER	Prove Ownership	2114	START	1588030362473	1588030362473
REQUEST	2114		Prove Owner	1588030362474	1588030362523	OK	 
USER	Prove Ownership	2114	END	1588030362473	1588030362523
USER	Prove Ownership	2115	START	1588030362585	1588030362585
REQUEST	2115		Prove Owner	1588030362585	1588030362644	OK	 
USER	Prove Ownership	2115	END	1588030362585	1588030362645
USER	Prove Ownership	2116	START	1588030362703	1588030362703
REQUEST	2116		Prove Owner	1588030362703	1588030362780	OK	 
USER	Prove Ownership	2116	END	1588030362703	1588030362780
USER	Prove Ownership	2117	START	1588030362813	1588030362813
REQUEST	2117		Prove Owner	1588030362814	1588030362914	OK	 
USER	Prove Ownership	2117	END	1588030362813	1588030362914
USER	Prove Ownership	2118	START	1588030362923	1588030362923
USER	Prove Ownership	2119	START	1588030363034	1588030363034
REQUEST	2118		Prove Owner	1588030362924	1588030363038	OK	 
USER	Prove Ownership	2118	END	1588030362923	1588030363038
REQUEST	2119		Prove Owner	1588030363034	1588030363106	OK	 
USER	Prove Ownership	2119	END	1588030363034	1588030363106
USER	Prove Ownership	2120	START	1588030363143	1588030363143
REQUEST	2120		Prove Owner	1588030363143	1588030363210	OK	 
USER	Prove Ownership	2120	END	1588030363143	1588030363211
USER	Prove Ownership	2121	START	1588030363254	1588030363254
REQUEST	2121		Prove Owner	1588030363254	1588030363348	OK	 
USER	Prove Ownership	2121	END	1588030363254	1588030363348
USER	Prove Ownership	2122	START	1588030363363	1588030363363
REQUEST	2122		Prove Owner	1588030363363	1588030363431	OK	 
USER	Prove Ownership	2122	END	1588030363363	1588030363431
USER	Prove Ownership	2123	START	1588030363475	1588030363475
REQUEST	2123		Prove Owner	1588030363475	1588030363534	OK	 
USER	Prove Ownership	2123	END	1588030363475	1588030363534
USER	Prove Ownership	2124	START	1588030363584	1588030363584
REQUEST	2124		Prove Owner	1588030363584	1588030363645	OK	 
USER	Prove Ownership	2124	END	1588030363584	1588030363646
USER	Prove Ownership	2125	START	1588030363704	1588030363704
REQUEST	2125		Prove Owner	1588030363704	1588030363793	OK	 
USER	Prove Ownership	2125	END	1588030363704	1588030363793
USER	Prove Ownership	2126	START	1588030363813	1588030363813
REQUEST	2126		Prove Owner	1588030363814	1588030363874	OK	 
USER	Prove Ownership	2126	END	1588030363813	1588030363874
USER	Prove Ownership	2127	START	1588030363923	1588030363923
REQUEST	2127		Prove Owner	1588030363923	1588030363979	OK	 
USER	Prove Ownership	2127	END	1588030363923	1588030363979
USER	Prove Ownership	2128	START	1588030364033	1588030364033
REQUEST	2128		Prove Owner	1588030364033	1588030364112	OK	 
USER	Prove Ownership	2128	END	1588030364033	1588030364112
USER	Prove Ownership	2129	START	1588030364143	1588030364143
USER	Prove Ownership	2130	START	1588030364255	1588030364255
REQUEST	2129		Prove Owner	1588030364144	1588030364305	OK	 
USER	Prove Ownership	2129	END	1588030364143	1588030364305
USER	Prove Ownership	2131	START	1588030364365	1588030364365
REQUEST	2130		Prove Owner	1588030364256	1588030364388	OK	 
USER	Prove Ownership	2130	END	1588030364255	1588030364389
USER	Prove Ownership	2132	START	1588030364473	1588030364473
REQUEST	2131		Prove Owner	1588030364365	1588030364489	OK	 
USER	Prove Ownership	2131	END	1588030364365	1588030364490
REQUEST	2132		Prove Owner	1588030364473	1588030364543	OK	 
USER	Prove Ownership	2132	END	1588030364473	1588030364544
USER	Prove Ownership	2133	START	1588030364583	1588030364583
REQUEST	2133		Prove Owner	1588030364584	1588030364657	OK	 
USER	Prove Ownership	2133	END	1588030364583	1588030364658
USER	Prove Ownership	2134	START	1588030364703	1588030364703
USER	Prove Ownership	2135	START	1588030364814	1588030364814
REQUEST	2134		Prove Owner	1588030364704	1588030364842	OK	 
USER	Prove Ownership	2134	END	1588030364703	1588030364843
USER	Prove Ownership	2136	START	1588030364923	1588030364923
REQUEST	2135		Prove Owner	1588030364814	1588030364948	OK	 
USER	Prove Ownership	2135	END	1588030364814	1588030364948
REQUEST	2136		Prove Owner	1588030364924	1588030365005	OK	 
USER	Prove Ownership	2136	END	1588030364923	1588030365006
USER	Prove Ownership	2137	START	1588030365034	1588030365034
REQUEST	2137		Prove Owner	1588030365034	1588030365116	OK	 
USER	Prove Ownership	2137	END	1588030365034	1588030365116
USER	Prove Ownership	2138	START	1588030365143	1588030365143
REQUEST	2138		Prove Owner	1588030365143	1588030365207	OK	 
USER	Prove Ownership	2138	END	1588030365143	1588030365208
USER	Prove Ownership	2139	START	1588030365255	1588030365255
REQUEST	2139		Prove Owner	1588030365255	1588030365339	OK	 
USER	Prove Ownership	2139	END	1588030365255	1588030365340
USER	Prove Ownership	2140	START	1588030365364	1588030365364
REQUEST	2140		Prove Owner	1588030365365	1588030365414	OK	 
USER	Prove Ownership	2140	END	1588030365364	1588030365414
USER	Prove Ownership	2141	START	1588030365473	1588030365473
REQUEST	2141		Prove Owner	1588030365474	1588030365523	OK	 
USER	Prove Ownership	2141	END	1588030365473	1588030365523
USER	Prove Ownership	2142	START	1588030365585	1588030365585
