RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
USER	Prove Ownership	158	START	1606767993973	1606767993973
REQUEST	158		Prove Owner	1606767993974	1606767994024	OK	 
USER	Prove Ownership	158	END	1606767993973	1606767994024
USER	Prove Ownership	159	START	1606767994083	1606767994083
REQUEST	159		Prove Owner	1606767994083	1606767994128	OK	 
USER	Prove Ownership	159	END	1606767994083	1606767994129
USER	Prove Ownership	160	START	1606767994192	1606767994192
REQUEST	160		Prove Owner	1606767994193	1606767994245	OK	 
USER	Prove Ownership	160	END	1606767994192	1606767994246
USER	Prove Ownership	161	START	1606767994301	1606767994301
REQUEST	161		Prove Owner	1606767994302	1606767994356	OK	 
USER	Prove Ownership	161	END	1606767994301	1606767994357
USER	Prove Ownership	162	START	1606767994413	1606767994413
REQUEST	162		Prove Owner	1606767994414	1606767994481	OK	 
USER	Prove Ownership	162	END	1606767994413	1606767994483
USER	Prove Ownership	163	START	1606767994523	1606767994523
REQUEST	163		Prove Owner	1606767994524	1606767994584	OK	 
USER	Prove Ownership	163	END	1606767994523	1606767994584
USER	Prove Ownership	164	START	1606767994642	1606767994642
REQUEST	164		Prove Owner	1606767994642	1606767994700	OK	 
USER	Prove Ownership	164	END	1606767994642	1606767994701
USER	Prove Ownership	165	START	1606767994752	1606767994752
REQUEST	165		Prove Owner	1606767994753	1606767994810	OK	 
USER	Prove Ownership	165	END	1606767994752	1606767994810
USER	Prove Ownership	166	START	1606767994861	1606767994861
REQUEST	166		Prove Owner	1606767994862	1606767994939	OK	 
USER	Prove Ownership	166	END	1606767994861	1606767994940
USER	Prove Ownership	167	START	1606767994975	1606767994975
REQUEST	167		Prove Owner	1606767994976	1606767995080	OK	 
USER	Prove Ownership	167	END	1606767994975	1606767995081
USER	Prove Ownership	168	START	1606767995081	1606767995081
REQUEST	168		Prove Owner	1606767995082	1606767995160	OK	 
USER	Prove Ownership	168	END	1606767995081	1606767995161
USER	Prove Ownership	169	START	1606767995192	1606767995192
REQUEST	169		Prove Owner	1606767995192	1606767995247	OK	 
USER	Prove Ownership	169	END	1606767995192	1606767995248
USER	Prove Ownership	170	START	1606767995303	1606767995303
REQUEST	170		Prove Owner	1606767995303	1606767995371	OK	 
USER	Prove Ownership	170	END	1606767995303	1606767995371
USER	Prove Ownership	171	START	1606767995414	1606767995414
REQUEST	171		Prove Owner	1606767995415	1606767995501	OK	 
USER	Prove Ownership	171	END	1606767995414	1606767995501
USER	Prove Ownership	172	START	1606767995523	1606767995523
REQUEST	172		Prove Owner	1606767995523	1606767995582	OK	 
USER	Prove Ownership	172	END	1606767995523	1606767995583
USER	Prove Ownership	173	START	1606767995642	1606767995642
REQUEST	173		Prove Owner	1606767995643	1606767995706	OK	 
USER	Prove Ownership	173	END	1606767995642	1606767995707
USER	Prove Ownership	174	START	1606767995752	1606767995752
REQUEST	174		Prove Owner	1606767995752	1606767995800	OK	 
USER	Prove Ownership	174	END	1606767995752	1606767995801
USER	Prove Ownership	175	START	1606767995862	1606767995862
REQUEST	175		Prove Owner	1606767995863	1606767995933	OK	 
USER	Prove Ownership	175	END	1606767995862	1606767995934
USER	Prove Ownership	176	START	1606767995972	1606767995972
REQUEST	176		Prove Owner	1606767995973	1606767996057	OK	 
USER	Prove Ownership	176	END	1606767995972	1606767996058
USER	Prove Ownership	177	START	1606767996082	1606767996082
REQUEST	177		Prove Owner	1606767996082	1606767996139	OK	 
USER	Prove Ownership	177	END	1606767996082	1606767996139
USER	Prove Ownership	178	START	1606767996193	1606767996193
REQUEST	178		Prove Owner	1606767996194	1606767996260	OK	 
USER	Prove Ownership	178	END	1606767996193	1606767996261
USER	Prove Ownership	179	START	1606767996303	1606767996303
REQUEST	179		Prove Owner	1606767996304	1606767996378	OK	 
USER	Prove Ownership	179	END	1606767996303	1606767996378
USER	Prove Ownership	180	START	1606767996411	1606767996411
REQUEST	180		Prove Owner	1606767996412	1606767996510	OK	 
USER	Prove Ownership	180	END	1606767996411	1606767996510
USER	Prove Ownership	181	START	1606767996522	1606767996522
REQUEST	181		Prove Owner	1606767996523	1606767996619	OK	 
USER	Prove Ownership	181	END	1606767996522	1606767996620
USER	Prove Ownership	182	START	1606767996642	1606767996642
REQUEST	182		Prove Owner	1606767996643	1606767996705	OK	 
USER	Prove Ownership	182	END	1606767996642	1606767996705
USER	Prove Ownership	183	START	1606767996752	1606767996752
REQUEST	183		Prove Owner	1606767996753	1606767996852	OK	 
USER	Prove Ownership	183	END	1606767996752	1606767996853
USER	Prove Ownership	184	START	1606767996861	1606767996861
REQUEST	184		Prove Owner	1606767996862	1606767996926	OK	 
USER	Prove Ownership	184	END	1606767996861	1606767996927
USER	Prove Ownership	185	START	1606767996974	1606767996974
REQUEST	185		Prove Owner	1606767996974	1606767997044	OK	 
USER	Prove Ownership	185	END	1606767996974	1606767997045
USER	Prove Ownership	186	START	1606767997082	1606767997082
REQUEST	186		Prove Owner	1606767997083	1606767997136	OK	 
USER	Prove Ownership	186	END	1606767997082	1606767997136
USER	Prove Ownership	187	START	1606767997193	1606767997193
REQUEST	187		Prove Owner	1606767997193	1606767997256	OK	 
USER	Prove Ownership	187	END	1606767997193	1606767997257
USER	Prove Ownership	188	START	1606767997302	1606767997302
REQUEST	188		Prove Owner	1606767997302	1606767997374	OK	 
USER	Prove Ownership	188	END	1606767997302	1606767997375
USER	Prove Ownership	189	START	1606767997411	1606767997411
REQUEST	189		Prove Owner	1606767997412	1606767997472	OK	 
USER	Prove Ownership	189	END	1606767997411	1606767997472
USER	Prove Ownership	190	START	1606767997522	1606767997522
REQUEST	190		Prove Owner	1606767997523	1606767997580	OK	 
USER	Prove Ownership	190	END	1606767997522	1606767997581
USER	Prove Ownership	191	START	1606767997631	1606767997631
REQUEST	191		Prove Owner	1606767997632	1606767997687	OK	 
USER	Prove Ownership	191	END	1606767997631	1606767997687
USER	Prove Ownership	192	START	1606767997752	1606767997752
REQUEST	192		Prove Owner	1606767997753	1606767997816	OK	 
USER	Prove Ownership	192	END	1606767997752	1606767997817
USER	Prove Ownership	193	START	1606767997863	1606767997863
USER	Prove Ownership	194	START	1606767997973	1606767997973
REQUEST	193		Prove Owner	1606767997864	1606767998012	OK	 
USER	Prove Ownership	193	END	1606767997863	1606767998013
REQUEST	194		Prove Owner	1606767997974	1606767998074	OK	 
USER	Prove Ownership	194	END	1606767997973	1606767998074
USER	Prove Ownership	195	START	1606767998082	1606767998082
REQUEST	195		Prove Owner	1606767998083	1606767998146	OK	 
USER	Prove Ownership	195	END	1606767998082	1606767998146
USER	Prove Ownership	196	START	1606767998192	1606767998192
REQUEST	196		Prove Owner	1606767998193	1606767998248	OK	 
USER	Prove Ownership	196	END	1606767998192	1606767998249
USER	Prove Ownership	197	START	1606767998304	1606767998304
REQUEST	197		Prove Owner	1606767998305	1606767998369	OK	 
USER	Prove Ownership	197	END	1606767998304	1606767998370
USER	Prove Ownership	198	START	1606767998412	1606767998412
REQUEST	198		Prove Owner	1606767998413	1606767998477	OK	 
USER	Prove Ownership	198	END	1606767998412	1606767998477
USER	Prove Ownership	199	START	1606767998523	1606767998523
REQUEST	199		Prove Owner	1606767998524	1606767998592	OK	 
USER	Prove Ownership	199	END	1606767998523	1606767998593
USER	Prove Ownership	200	START	1606767998644	1606767998644
REQUEST	200		Prove Owner	1606767998644	1606767998705	OK	 
USER	Prove Ownership	200	END	1606767998644	1606767998706
USER	Prove Ownership	201	START	1606767998753	1606767998753
REQUEST	201		Prove Owner	1606767998754	1606767998820	OK	 
USER	Prove Ownership	201	END	1606767998753	1606767998820
USER	Prove Ownership	202	START	1606767998862	1606767998862
REQUEST	202		Prove Owner	1606767998863	1606767998926	OK	 
USER	Prove Ownership	202	END	1606767998862	1606767998926
USER	Prove Ownership	203	START	1606767998972	1606767998972
REQUEST	203		Prove Owner	1606767998973	1606767999054	OK	 
USER	Prove Ownership	203	END	1606767998972	1606767999055
USER	Prove Ownership	204	START	1606767999083	1606767999083
REQUEST	204		Prove Owner	1606767999084	1606767999146	OK	 
USER	Prove Ownership	204	END	1606767999083	1606767999146
USER	Prove Ownership	205	START	1606767999192	1606767999192
REQUEST	205		Prove Owner	1606767999193	1606767999249	OK	 
USER	Prove Ownership	205	END	1606767999192	1606767999249
USER	Prove Ownership	206	START	1606767999303	1606767999303
REQUEST	206		Prove Owner	1606767999304	1606767999374	OK	 
USER	Prove Ownership	206	END	1606767999303	1606767999374
USER	Prove Ownership	207	START	1606767999413	1606767999413
REQUEST	207		Prove Owner	1606767999414	1606767999488	OK	 
USER	Prove Ownership	207	END	1606767999413	1606767999488
USER	Prove Ownership	208	START	1606767999523	1606767999523
REQUEST	208		Prove Owner	1606767999524	1606767999594	OK	 
USER	Prove Ownership	208	END	1606767999523	1606767999595
USER	Prove Ownership	209	START	1606767999642	1606767999642
REQUEST	209		Prove Owner	1606767999643	1606767999710	OK	 
USER	Prove Ownership	209	END	1606767999642	1606767999711
USER	Prove Ownership	210	START	1606767999754	1606767999754
REQUEST	210		Prove Owner	1606767999755	1606767999821	OK	 
USER	Prove Ownership	210	END	1606767999754	1606767999821
USER	Prove Ownership	211	START	1606767999861	1606767999861
REQUEST	211		Prove Owner	1606767999862	1606767999926	OK	 
USER	Prove Ownership	211	END	1606767999861	1606767999927
USER	Prove Ownership	212	START	1606767999973	1606767999973
REQUEST	212		Prove Owner	1606767999974	1606768000063	OK	 
USER	Prove Ownership	212	END	1606767999973	1606768000064
USER	Prove Ownership	213	START	1606768000082	1606768000082
REQUEST	213		Prove Owner	1606768000082	1606768000147	OK	 
USER	Prove Ownership	213	END	1606768000082	1606768000148
USER	Prove Ownership	214	START	1606768000194	1606768000194
REQUEST	214		Prove Owner	1606768000195	1606768000252	OK	 
USER	Prove Ownership	214	END	1606768000194	1606768000252
USER	Prove Ownership	215	START	1606768000302	1606768000302
REQUEST	215		Prove Owner	1606768000302	1606768000380	OK	 
USER	Prove Ownership	215	END	1606768000302	1606768000381
USER	Prove Ownership	216	START	1606768000412	1606768000412
USER	Prove Ownership	217	START	1606768000522	1606768000522
REQUEST	216		Prove Owner	1606768000413	1606768000564	OK	 
USER	Prove Ownership	216	END	1606768000412	1606768000565
USER	Prove Ownership	218	START	1606768000631	1606768000631
REQUEST	217		Prove Owner	1606768000523	1606768000698	OK	 
USER	Prove Ownership	217	END	1606768000522	1606768000699
USER	Prove Ownership	219	START	1606768000753	1606768000753
REQUEST	218		Prove Owner	1606768000632	1606768000804	OK	 
USER	Prove Ownership	218	END	1606768000631	1606768000804
USER	Prove Ownership	220	START	1606768000862	1606768000862
USER	Prove Ownership	221	START	1606768000973	1606768000973
REQUEST	219		Prove Owner	1606768000754	1606768001014	OK	 
USER	Prove Ownership	219	END	1606768000753	1606768001015
USER	Prove Ownership	222	START	1606768001082	1606768001082
USER	Prove Ownership	223	START	1606768001191	1606768001191
REQUEST	221		Prove Owner	1606768000973	1606768001218	OK	 
USER	Prove Ownership	221	END	1606768000973	1606768001218
REQUEST	220		Prove Owner	1606768000863	1606768001278	OK	 
USER	Prove Ownership	220	END	1606768000862	1606768001279
USER	Prove Ownership	224	START	1606768001303	1606768001303
USER	Prove Ownership	225	START	1606768001411	1606768001411
REQUEST	223		Prove Owner	1606768001192	1606768001413	OK	 
USER	Prove Ownership	223	END	1606768001191	1606768001414
REQUEST	222		Prove Owner	1606768001082	1606768001433	OK	 
USER	Prove Ownership	222	END	1606768001082	1606768001433
REQUEST	224		Prove Owner	1606768001304	1606768001446	OK	 
USER	Prove Ownership	224	END	1606768001303	1606768001447
USER	Prove Ownership	226	START	1606768001523	1606768001523
REQUEST	225		Prove Owner	1606768001412	1606768001557	OK	 
USER	Prove Ownership	225	END	1606768001411	1606768001557
REQUEST	226		Prove Owner	1606768001524	1606768001607	OK	 
USER	Prove Ownership	226	END	1606768001523	1606768001607
USER	Prove Ownership	227	START	1606768001643	1606768001643
REQUEST	227		Prove Owner	1606768001644	1606768001717	OK	 
USER	Prove Ownership	227	END	1606768001643	1606768001718
USER	Prove Ownership	228	START	1606768001752	1606768001752
USER	Prove Ownership	229	START	1606768001862	1606768001862
REQUEST	228		Prove Owner	1606768001753	1606768001884	OK	 
USER	Prove Ownership	228	END	1606768001752	1606768001885
REQUEST	229		Prove Owner	1606768001863	1606768001945	OK	 
USER	Prove Ownership	229	END	1606768001862	1606768001946
USER	Prove Ownership	230	START	1606768001971	1606768001971
USER	Prove Ownership	231	START	1606768002082	1606768002082
REQUEST	230		Prove Owner	1606768001972	1606768002088	OK	 
USER	Prove Ownership	230	END	1606768001971	1606768002089
REQUEST	231		Prove Owner	1606768002083	1606768002163	OK	 
USER	Prove Ownership	231	END	1606768002082	1606768002164
USER	Prove Ownership	232	START	1606768002191	1606768002191
REQUEST	232		Prove Owner	1606768002192	1606768002263	OK	 
USER	Prove Ownership	232	END	1606768002191	1606768002263
USER	Prove Ownership	233	START	1606768002302	1606768002302
REQUEST	233		Prove Owner	1606768002303	1606768002388	OK	 
USER	Prove Ownership	233	END	1606768002302	1606768002389
USER	Prove Ownership	234	START	1606768002413	1606768002413
REQUEST	234		Prove Owner	1606768002414	1606768002487	OK	 
USER	Prove Ownership	234	END	1606768002413	1606768002487
USER	Prove Ownership	235	START	1606768002522	1606768002522
REQUEST	235		Prove Owner	1606768002522	1606768002632	OK	 
USER	Prove Ownership	235	END	1606768002522	1606768002633
USER	Prove Ownership	236	START	1606768002642	1606768002642
REQUEST	236		Prove Owner	1606768002643	1606768002717	OK	 
USER	Prove Ownership	236	END	1606768002642	1606768002718
USER	Prove Ownership	237	START	1606768002753	1606768002753
REQUEST	237		Prove Owner	1606768002754	1606768002830	OK	 
USER	Prove Ownership	237	END	1606768002753	1606768002830
USER	Prove Ownership	238	START	1606768002863	1606768002863
REQUEST	238		Prove Owner	1606768002864	1606768002963	OK	 
USER	Prove Ownership	238	END	1606768002863	1606768002964
USER	Prove Ownership	239	START	1606768002972	1606768002972
REQUEST	239		Prove Owner	1606768002973	1606768003083	OK	 
USER	Prove Ownership	240	START	1606768003083	1606768003083
USER	Prove Ownership	239	END	1606768002972	1606768003084
REQUEST	240		Prove Owner	1606768003084	1606768003161	OK	 
USER	Prove Ownership	240	END	1606768003083	1606768003161
USER	Prove Ownership	241	START	1606768003192	1606768003192
REQUEST	241		Prove Owner	1606768003193	1606768003272	OK	 
USER	Prove Ownership	241	END	1606768003192	1606768003273
USER	Prove Ownership	242	START	1606768003302	1606768003302
REQUEST	242		Prove Owner	1606768003302	1606768003384	OK	 
USER	Prove Ownership	242	END	1606768003302	1606768003385
USER	Prove Ownership	243	START	1606768003413	1606768003413
REQUEST	243		Prove Owner	1606768003414	1606768003489	OK	 
USER	Prove Ownership	243	END	1606768003413	1606768003489
USER	Prove Ownership	244	START	1606768003523	1606768003523
REQUEST	244		Prove Owner	1606768003523	1606768003595	OK	 
USER	Prove Ownership	244	END	1606768003523	1606768003595
USER	Prove Ownership	245	START	1606768003644	1606768003644
REQUEST	245		Prove Owner	1606768003645	1606768003720	OK	 
USER	Prove Ownership	245	END	1606768003644	1606768003720
USER	Prove Ownership	246	START	1606768003753	1606768003753
REQUEST	246		Prove Owner	1606768003753	1606768003817	OK	 
USER	Prove Ownership	246	END	1606768003753	1606768003818
USER	Prove Ownership	247	START	1606768003861	1606768003861
REQUEST	247		Prove Owner	1606768003862	1606768003931	OK	 
USER	Prove Ownership	247	END	1606768003861	1606768003932
USER	Prove Ownership	248	START	1606768003972	1606768003972
REQUEST	248		Prove Owner	1606768003974	1606768004057	OK	 
USER	Prove Ownership	248	END	1606768003972	1606768004057
USER	Prove Ownership	249	START	1606768004083	1606768004083
REQUEST	249		Prove Owner	1606768004084	1606768004151	OK	 
USER	Prove Ownership	249	END	1606768004083	1606768004151
USER	Prove Ownership	250	START	1606768004193	1606768004193
REQUEST	250		Prove Owner	1606768004193	1606768004254	OK	 
USER	Prove Ownership	250	END	1606768004193	1606768004255
USER	Prove Ownership	251	START	1606768004303	1606768004303
REQUEST	251		Prove Owner	1606768004303	1606768004360	OK	 
USER	Prove Ownership	251	END	1606768004303	1606768004360
USER	Prove Ownership	252	START	1606768004411	1606768004411
REQUEST	252		Prove Owner	1606768004412	1606768004466	OK	 
USER	Prove Ownership	252	END	1606768004411	1606768004467
USER	Prove Ownership	253	START	1606768004522	1606768004522
REQUEST	253		Prove Owner	1606768004523	1606768004591	OK	 
USER	Prove Ownership	253	END	1606768004522	1606768004592
USER	Prove Ownership	254	START	1606768004642	1606768004642
REQUEST	254		Prove Owner	1606768004643	1606768004707	OK	 
USER	Prove Ownership	254	END	1606768004642	1606768004708
USER	Prove Ownership	255	START	1606768004752	1606768004752
REQUEST	255		Prove Owner	1606768004753	1606768004807	OK	 
USER	Prove Ownership	255	END	1606768004752	1606768004808
USER	Prove Ownership	256	START	1606768004862	1606768004862
REQUEST	256		Prove Owner	1606768004864	1606768004927	OK	 
USER	Prove Ownership	256	END	1606768004862	1606768004928
USER	Prove Ownership	257	START	1606768004974	1606768004974
REQUEST	257		Prove Owner	1606768004975	1606768005048	OK	 
USER	Prove Ownership	257	END	1606768004974	1606768005049
USER	Prove Ownership	258	START	1606768005083	1606768005083
REQUEST	258		Prove Owner	1606768005083	1606768005142	OK	 
USER	Prove Ownership	258	END	1606768005083	1606768005143
USER	Prove Ownership	259	START	1606768005192	1606768005192
REQUEST	259		Prove Owner	1606768005192	1606768005243	OK	 
USER	Prove Ownership	259	END	1606768005192	1606768005243
USER	Prove Ownership	260	START	1606768005302	1606768005302
REQUEST	260		Prove Owner	1606768005303	1606768005357	OK	 
USER	Prove Ownership	260	END	1606768005302	1606768005358
