RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
USER	Prove Ownership	6646	END	1606768714862	1606768714924
USER	Prove Ownership	6647	START	1606768714971	1606768714971
REQUEST	6647		Prove Owner	1606768714972	1606768715036	OK	 
USER	Prove Ownership	6647	END	1606768714971	1606768715036
USER	Prove Ownership	6648	START	1606768715082	1606768715082
REQUEST	6648		Prove Owner	1606768715082	1606768715169	OK	 
USER	Prove Ownership	6648	END	1606768715082	1606768715169
USER	Prove Ownership	6649	START	1606768715191	1606768715191
REQUEST	6649		Prove Owner	1606768715192	1606768715270	OK	 
USER	Prove Ownership	6649	END	1606768715191	1606768715270
USER	Prove Ownership	6650	START	1606768715302	1606768715302
REQUEST	6650		Prove Owner	1606768715303	1606768715353	OK	 
USER	Prove Ownership	6650	END	1606768715302	1606768715353
USER	Prove Ownership	6651	START	1606768715413	1606768715413
REQUEST	6651		Prove Owner	1606768715413	1606768715495	OK	 
USER	Prove Ownership	6651	END	1606768715413	1606768715495
USER	Prove Ownership	6652	START	1606768715522	1606768715522
REQUEST	6652		Prove Owner	1606768715522	1606768715588	OK	 
USER	Prove Ownership	6652	END	1606768715522	1606768715588
USER	Prove Ownership	6653	START	1606768715635	1606768715635
REQUEST	6653		Prove Owner	1606768715635	1606768715705	OK	 
USER	Prove Ownership	6653	END	1606768715635	1606768715705
USER	Prove Ownership	6654	START	1606768715741	1606768715741
REQUEST	6654		Prove Owner	1606768715742	1606768715816	OK	 
USER	Prove Ownership	6654	END	1606768715741	1606768715817
USER	Prove Ownership	6655	START	1606768715864	1606768715864
REQUEST	6655		Prove Owner	1606768715864	1606768715927	OK	 
USER	Prove Ownership	6655	END	1606768715864	1606768715928
USER	Prove Ownership	6656	START	1606768715974	1606768715974
REQUEST	6656		Prove Owner	1606768715975	1606768716052	OK	 
USER	Prove Ownership	6656	END	1606768715974	1606768716052
USER	Prove Ownership	6657	START	1606768716086	1606768716086
REQUEST	6657		Prove Owner	1606768716086	1606768716147	OK	 
USER	Prove Ownership	6657	END	1606768716086	1606768716147
USER	Prove Ownership	6658	START	1606768716192	1606768716192
REQUEST	6658		Prove Owner	1606768716192	1606768716248	OK	 
USER	Prove Ownership	6658	END	1606768716192	1606768716248
USER	Prove Ownership	6659	START	1606768716304	1606768716304
REQUEST	6659		Prove Owner	1606768716304	1606768716363	OK	 
USER	Prove Ownership	6659	END	1606768716304	1606768716364
USER	Prove Ownership	6660	START	1606768716416	1606768716416
REQUEST	6660		Prove Owner	1606768716416	1606768716481	OK	 
USER	Prove Ownership	6660	END	1606768716416	1606768716481
USER	Prove Ownership	6661	START	1606768716523	1606768716523
REQUEST	6661		Prove Owner	1606768716524	1606768716592	OK	 
USER	Prove Ownership	6661	END	1606768716523	1606768716592
USER	Prove Ownership	6662	START	1606768716642	1606768716642
REQUEST	6662		Prove Owner	1606768716642	1606768716708	OK	 
USER	Prove Ownership	6662	END	1606768716642	1606768716709
USER	Prove Ownership	6663	START	1606768716752	1606768716752
REQUEST	6663		Prove Owner	1606768716752	1606768716852	OK	 
USER	Prove Ownership	6663	END	1606768716752	1606768716852
USER	Prove Ownership	6664	START	1606768716862	1606768716862
REQUEST	6664		Prove Owner	1606768716862	1606768716915	OK	 
USER	Prove Ownership	6664	END	1606768716862	1606768716915
USER	Prove Ownership	6665	START	1606768716975	1606768716975
REQUEST	6665		Prove Owner	1606768716975	1606768717034	OK	 
USER	Prove Ownership	6665	END	1606768716975	1606768717034
USER	Prove Ownership	6666	START	1606768717084	1606768717084
REQUEST	6666		Prove Owner	1606768717084	1606768717152	OK	 
USER	Prove Ownership	6666	END	1606768717084	1606768717153
USER	Prove Ownership	6667	START	1606768717193	1606768717193
REQUEST	6667		Prove Owner	1606768717193	1606768717263	OK	 
USER	Prove Ownership	6667	END	1606768717193	1606768717263
USER	Prove Ownership	6668	START	1606768717305	1606768717305
REQUEST	6668		Prove Owner	1606768717305	1606768717366	OK	 
USER	Prove Ownership	6668	END	1606768717305	1606768717366
USER	Prove Ownership	6669	START	1606768717411	1606768717411
REQUEST	6669		Prove Owner	1606768717412	1606768717494	OK	 
USER	Prove Ownership	6669	END	1606768717411	1606768717494
USER	Prove Ownership	6670	START	1606768717521	1606768717521
REQUEST	6670		Prove Owner	1606768717521	1606768717603	OK	 
USER	Prove Ownership	6670	END	1606768717521	1606768717603
USER	Prove Ownership	6671	START	1606768717632	1606768717632
REQUEST	6671		Prove Owner	1606768717632	1606768717725	OK	 
USER	Prove Ownership	6671	END	1606768717632	1606768717725
USER	Prove Ownership	6672	START	1606768717744	1606768717744
REQUEST	6672		Prove Owner	1606768717744	1606768717803	OK	 
USER	Prove Ownership	6672	END	1606768717744	1606768717803
USER	Prove Ownership	6673	START	1606768717863	1606768717863
REQUEST	6673		Prove Owner	1606768717864	1606768717944	OK	 
USER	Prove Ownership	6673	END	1606768717863	1606768717944
USER	Prove Ownership	6674	START	1606768717971	1606768717971
REQUEST	6674		Prove Owner	1606768717972	1606768718028	OK	 
USER	Prove Ownership	6674	END	1606768717971	1606768718028
USER	Prove Ownership	6675	START	1606768718082	1606768718082
REQUEST	6675		Prove Owner	1606768718082	1606768718134	OK	 
USER	Prove Ownership	6675	END	1606768718082	1606768718134
USER	Prove Ownership	6676	START	1606768718192	1606768718192
REQUEST	6676		Prove Owner	1606768718192	1606768718262	OK	 
USER	Prove Ownership	6676	END	1606768718192	1606768718263
USER	Prove Ownership	6677	START	1606768718303	1606768718303
REQUEST	6677		Prove Owner	1606768718303	1606768718368	OK	 
USER	Prove Ownership	6677	END	1606768718303	1606768718368
USER	Prove Ownership	6678	START	1606768718411	1606768718411
REQUEST	6678		Prove Owner	1606768718411	1606768718471	OK	 
USER	Prove Ownership	6678	END	1606768718411	1606768718471
USER	Prove Ownership	6679	START	1606768718522	1606768718522
USER	Prove Ownership	6680	START	1606768718633	1606768718633
REQUEST	6679		Prove Owner	1606768718522	1606768718646	OK	 
USER	Prove Ownership	6679	END	1606768718522	1606768718646
REQUEST	6680		Prove Owner	1606768718633	1606768718696	OK	 
USER	Prove Ownership	6680	END	1606768718633	1606768718696
USER	Prove Ownership	6681	START	1606768718742	1606768718742
REQUEST	6681		Prove Owner	1606768718743	1606768718805	OK	 
USER	Prove Ownership	6681	END	1606768718742	1606768718805
USER	Prove Ownership	6682	START	1606768718861	1606768718861
REQUEST	6682		Prove Owner	1606768718861	1606768718915	OK	 
USER	Prove Ownership	6682	END	1606768718861	1606768718915
USER	Prove Ownership	6683	START	1606768718972	1606768718972
REQUEST	6683		Prove Owner	1606768718972	1606768719027	OK	 
USER	Prove Ownership	6683	END	1606768718972	1606768719027
USER	Prove Ownership	6684	START	1606768719083	1606768719083
REQUEST	6684		Prove Owner	1606768719083	1606768719140	OK	 
USER	Prove Ownership	6684	END	1606768719083	1606768719140
USER	Prove Ownership	6685	START	1606768719191	1606768719191
REQUEST	6685		Prove Owner	1606768719191	1606768719264	OK	 
USER	Prove Ownership	6685	END	1606768719191	1606768719264
USER	Prove Ownership	6686	START	1606768719304	1606768719304
REQUEST	6686		Prove Owner	1606768719304	1606768719355	OK	 
USER	Prove Ownership	6686	END	1606768719304	1606768719355
USER	Prove Ownership	6687	START	1606768719414	1606768719414
REQUEST	6687		Prove Owner	1606768719415	1606768719472	OK	 
USER	Prove Ownership	6687	END	1606768719414	1606768719472
USER	Prove Ownership	6688	START	1606768719522	1606768719522
REQUEST	6688		Prove Owner	1606768719522	1606768719582	OK	 
USER	Prove Ownership	6688	END	1606768719522	1606768719582
USER	Prove Ownership	6689	START	1606768719633	1606768719633
REQUEST	6689		Prove Owner	1606768719633	1606768719696	OK	 
USER	Prove Ownership	6689	END	1606768719633	1606768719697
USER	Prove Ownership	6690	START	1606768719753	1606768719753
REQUEST	6690		Prove Owner	1606768719753	1606768719816	OK	 
USER	Prove Ownership	6690	END	1606768719753	1606768719816
USER	Prove Ownership	6691	START	1606768719864	1606768719864
REQUEST	6691		Prove Owner	1606768719864	1606768719921	OK	 
USER	Prove Ownership	6691	END	1606768719864	1606768719921
USER	Prove Ownership	6692	START	1606768719972	1606768719972
REQUEST	6692		Prove Owner	1606768719972	1606768720032	OK	 
USER	Prove Ownership	6692	END	1606768719972	1606768720032
USER	Prove Ownership	6693	START	1606768720084	1606768720084
REQUEST	6693		Prove Owner	1606768720084	1606768720143	OK	 
USER	Prove Ownership	6693	END	1606768720084	1606768720143
USER	Prove Ownership	6694	START	1606768720192	1606768720192
REQUEST	6694		Prove Owner	1606768720192	1606768720260	OK	 
USER	Prove Ownership	6694	END	1606768720192	1606768720260
USER	Prove Ownership	6695	START	1606768720303	1606768720303
REQUEST	6695		Prove Owner	1606768720303	1606768720358	OK	 
USER	Prove Ownership	6695	END	1606768720303	1606768720358
USER	Prove Ownership	6696	START	1606768720412	1606768720412
USER	Prove Ownership	6697	START	1606768720522	1606768720522
REQUEST	6696		Prove Owner	1606768720412	1606768720622	OK	 
USER	Prove Ownership	6696	END	1606768720412	1606768720623
USER	Prove Ownership	6698	START	1606768720642	1606768720642
USER	Prove Ownership	6699	START	1606768720752	1606768720752
USER	Prove Ownership	6700	START	1606768720861	1606768720861
REQUEST	6697		Prove Owner	1606768720522	1606768720905	OK	 
USER	Prove Ownership	6697	END	1606768720522	1606768720905
USER	Prove Ownership	6701	START	1606768720972	1606768720972
REQUEST	6698		Prove Owner	1606768720643	1606768721038	OK	 
USER	Prove Ownership	6698	END	1606768720642	1606768721038
USER	Prove Ownership	6702	START	1606768721081	1606768721081
REQUEST	6699		Prove Owner	1606768720752	1606768721154	OK	 
USER	Prove Ownership	6699	END	1606768720752	1606768721154
USER	Prove Ownership	6703	START	1606768721192	1606768721192
USER	Prove Ownership	6704	START	1606768721302	1606768721302
REQUEST	6700		Prove Owner	1606768720861	1606768721326	OK	 
USER	Prove Ownership	6700	END	1606768720861	1606768721326
USER	Prove Ownership	6705	START	1606768721413	1606768721413
REQUEST	6702		Prove Owner	1606768721081	1606768721461	OK	 
USER	Prove Ownership	6702	END	1606768721081	1606768721461
REQUEST	6701		Prove Owner	1606768720972	1606768721500	OK	 
USER	Prove Ownership	6701	END	1606768720972	1606768721500
USER	Prove Ownership	6706	START	1606768721532	1606768721532
REQUEST	6704		Prove Owner	1606768721303	1606768721579	OK	 
USER	Prove Ownership	6704	END	1606768721302	1606768721579
REQUEST	6703		Prove Owner	1606768721192	1606768721596	OK	 
USER	Prove Ownership	6703	END	1606768721192	1606768721596
USER	Prove Ownership	6707	START	1606768721642	1606768721642
REQUEST	6705		Prove Owner	1606768721413	1606768721674	OK	 
USER	Prove Ownership	6705	END	1606768721413	1606768721674
REQUEST	6706		Prove Owner	1606768721533	1606768721699	OK	 
USER	Prove Ownership	6706	END	1606768721532	1606768721700
REQUEST	6707		Prove Owner	1606768721642	1606768721734	OK	 
USER	Prove Ownership	6707	END	1606768721642	1606768721734
USER	Prove Ownership	6708	START	1606768721751	1606768721751
REQUEST	6708		Prove Owner	1606768721752	1606768721839	OK	 
USER	Prove Ownership	6708	END	1606768721751	1606768721840
USER	Prove Ownership	6709	START	1606768721864	1606768721864
REQUEST	6709		Prove Owner	1606768721864	1606768721924	OK	 
USER	Prove Ownership	6709	END	1606768721864	1606768721924
USER	Prove Ownership	6710	START	1606768721973	1606768721973
REQUEST	6710		Prove Owner	1606768721974	1606768722039	OK	 
USER	Prove Ownership	6710	END	1606768721973	1606768722039
USER	Prove Ownership	6711	START	1606768722081	1606768722081
REQUEST	6711		Prove Owner	1606768722081	1606768722135	OK	 
USER	Prove Ownership	6711	END	1606768722081	1606768722136
USER	Prove Ownership	6712	START	1606768722195	1606768722195
REQUEST	6712		Prove Owner	1606768722195	1606768722269	OK	 
USER	Prove Ownership	6712	END	1606768722195	1606768722270
USER	Prove Ownership	6713	START	1606768722303	1606768722303
REQUEST	6713		Prove Owner	1606768722304	1606768722378	OK	 
USER	Prove Ownership	6713	END	1606768722303	1606768722378
USER	Prove Ownership	6714	START	1606768722412	1606768722412
REQUEST	6714		Prove Owner	1606768722412	1606768722473	OK	 
USER	Prove Ownership	6714	END	1606768722412	1606768722473
USER	Prove Ownership	6715	START	1606768722523	1606768722523
REQUEST	6715		Prove Owner	1606768722523	1606768722589	OK	 
USER	Prove Ownership	6715	END	1606768722523	1606768722589
USER	Prove Ownership	6716	START	1606768722642	1606768722642
REQUEST	6716		Prove Owner	1606768722642	1606768722684	OK	 
USER	Prove Ownership	6716	END	1606768722642	1606768722684
USER	Prove Ownership	6717	START	1606768722752	1606768722752
REQUEST	6717		Prove Owner	1606768722753	1606768722830	OK	 
USER	Prove Ownership	6717	END	1606768722752	1606768722830
USER	Prove Ownership	6718	START	1606768722866	1606768722866
REQUEST	6718		Prove Owner	1606768722866	1606768722962	OK	 
USER	Prove Ownership	6718	END	1606768722866	1606768722962
USER	Prove Ownership	6719	START	1606768722972	1606768722972
REQUEST	6719		Prove Owner	1606768722973	1606768723028	OK	 
USER	Prove Ownership	6719	END	1606768722972	1606768723028
USER	Prove Ownership	6720	START	1606768723082	1606768723082
REQUEST	6720		Prove Owner	1606768723082	1606768723139	OK	 
USER	Prove Ownership	6720	END	1606768723082	1606768723139
USER	Prove Ownership	6721	START	1606768723192	1606768723192
REQUEST	6721		Prove Owner	1606768723193	1606768723246	OK	 
USER	Prove Ownership	6721	END	1606768723192	1606768723247
USER	Prove Ownership	6722	START	1606768723302	1606768723302
REQUEST	6722		Prove Owner	1606768723302	1606768723374	OK	 
USER	Prove Ownership	6722	END	1606768723302	1606768723375
USER	Prove Ownership	6723	START	1606768723412	1606768723412
REQUEST	6723		Prove Owner	1606768723413	1606768723474	OK	 
USER	Prove Ownership	6723	END	1606768723412	1606768723474
USER	Prove Ownership	6724	START	1606768723533	1606768723533
REQUEST	6724		Prove Owner	1606768723533	1606768723602	OK	 
USER	Prove Ownership	6724	END	1606768723533	1606768723602
USER	Prove Ownership	6725	START	1606768723632	1606768723632
REQUEST	6725		Prove Owner	1606768723632	1606768723689	OK	 
USER	Prove Ownership	6725	END	1606768723632	1606768723689
USER	Prove Ownership	6726	START	1606768723751	1606768723751
REQUEST	6726		Prove Owner	1606768723751	1606768723822	OK	 
USER	Prove Ownership	6726	END	1606768723751	1606768723823
USER	Prove Ownership	6727	START	1606768723862	1606768723862
REQUEST	6727		Prove Owner	1606768723862	1606768723922	OK	 
USER	Prove Ownership	6727	END	1606768723862	1606768723922
USER	Prove Ownership	6728	START	1606768723973	1606768723973
REQUEST	6728		Prove Owner	1606768723973	1606768724033	OK	 
USER	Prove Ownership	6728	END	1606768723973	1606768724033
USER	Prove Ownership	6729	START	1606768724085	1606768724085
REQUEST	6729		Prove Owner	1606768724085	1606768724143	OK	 
USER	Prove Ownership	6729	END	1606768724085	1606768724143
USER	Prove Ownership	6730	START	1606768724191	1606768724191
REQUEST	6730		Prove Owner	1606768724191	1606768724249	OK	 
USER	Prove Ownership	6730	END	1606768724191	1606768724249
USER	Prove Ownership	6731	START	1606768724303	1606768724303
REQUEST	6731		Prove Owner	1606768724304	1606768724366	OK	 
USER	Prove Ownership	6731	END	1606768724303	1606768724366
USER	Prove Ownership	6732	START	1606768724413	1606768724413
REQUEST	6732		Prove Owner	1606768724413	1606768724486	OK	 
USER	Prove Ownership	6732	END	1606768724413	1606768724487
USER	Prove Ownership	6733	START	1606768724525	1606768724525
REQUEST	6733		Prove Owner	1606768724525	1606768724594	OK	 
USER	Prove Ownership	6733	END	1606768724525	1606768724594
USER	Prove Ownership	6734	START	1606768724635	1606768724635
REQUEST	6734		Prove Owner	1606768724636	1606768724688	OK	 
USER	Prove Ownership	6734	END	1606768724635	1606768724688
USER	Prove Ownership	6735	START	1606768724754	1606768724754
REQUEST	6735		Prove Owner	1606768724754	1606768724813	OK	 
USER	Prove Ownership	6735	END	1606768724754	1606768724813
USER	Prove Ownership	6736	START	1606768724862	1606768724862
REQUEST	6736		Prove Owner	1606768724862	1606768724920	OK	 
USER	Prove Ownership	6736	END	1606768724862	1606768724920
USER	Prove Ownership	6737	START	1606768724973	1606768724973
REQUEST	6737		Prove Owner	1606768724973	1606768725036	OK	 
USER	Prove Ownership	6737	END	1606768724973	1606768725036
USER	Prove Ownership	6738	START	1606768725084	1606768725084
REQUEST	6738		Prove Owner	1606768725085	1606768725149	OK	 
USER	Prove Ownership	6738	END	1606768725084	1606768725149
USER	Prove Ownership	6739	START	1606768725193	1606768725193
REQUEST	6739		Prove Owner	1606768725193	1606768725251	OK	 
USER	Prove Ownership	6739	END	1606768725193	1606768725252
USER	Prove Ownership	6740	START	1606768725305	1606768725305
REQUEST	6740		Prove Owner	1606768725305	1606768725371	OK	 
USER	Prove Ownership	6740	END	1606768725305	1606768725371
USER	Prove Ownership	6741	START	1606768725412	1606768725412
REQUEST	6741		Prove Owner	1606768725412	1606768725477	OK	 
USER	Prove Ownership	6741	END	1606768725412	1606768725477
USER	Prove Ownership	6742	START	1606768725524	1606768725524
REQUEST	6742		Prove Owner	1606768725524	1606768725581	OK	 
USER	Prove Ownership	6742	END	1606768725524	1606768725581
USER	Prove Ownership	6743	START	1606768725642	1606768725642
REQUEST	6743		Prove Owner	1606768725642	1606768725686	OK	 
USER	Prove Ownership	6743	END	1606768725642	1606768725686
USER	Prove Ownership	6744	START	1606768725751	1606768725751
REQUEST	6744		Prove Owner	1606768725751	1606768725817	OK	 
USER	Prove Ownership	6744	END	1606768725751	1606768725817
USER	Prove Ownership	6745	START	1606768725863	1606768725863
REQUEST	6745		Prove Owner	1606768725864	1606768725930	OK	 
USER	Prove Ownership	6745	END	1606768725863	1606768725930
USER	Prove Ownership	6746	START	1606768725973	1606768725973
REQUEST	6746		Prove Owner	1606768725974	1606768726024	OK	 
USER	Prove Ownership	6746	END	1606768725973	1606768726024
USER	Prove Ownership	6747	START	1606768726085	1606768726085
REQUEST	6747		Prove Owner	1606768726085	1606768726149	OK	 
USER	Prove Ownership	6747	END	1606768726085	1606768726149
USER	Prove Ownership	6748	START	1606768726192	1606768726192
REQUEST	6748		Prove Owner	1606768726192	1606768726258	OK	 
USER	Prove Ownership	6748	END	1606768726192	1606768726258
USER	Prove Ownership	6749	START	1606768726303	1606768726303
REQUEST	6749		Prove Owner	1606768726304	1606768726371	OK	 
USER	Prove Ownership	6749	END	1606768726303	1606768726371
USER	Prove Ownership	6750	START	1606768726416	1606768726416
REQUEST	6750		Prove Owner	1606768726416	1606768726483	OK	 
USER	Prove Ownership	6750	END	1606768726416	1606768726483
USER	Prove Ownership	6751	START	1606768726521	1606768726521
REQUEST	6751		Prove Owner	1606768726521	1606768726579	OK	 
USER	Prove Ownership	6751	END	1606768726521	1606768726579
USER	Prove Ownership	6752	START	1606768726642	1606768726642
REQUEST	6752		Prove Owner	1606768726642	1606768726695	OK	 
USER	Prove Ownership	6752	END	1606768726642	1606768726695
USER	Prove Ownership	6753	START	1606768726754	1606768726754
REQUEST	6753		Prove Owner	1606768726754	1606768726859	OK	 
USER	Prove Ownership	6753	END	1606768726754	1606768726859
USER	Prove Ownership	6754	START	1606768726861	1606768726861
REQUEST	6754		Prove Owner	1606768726862	1606768726929	OK	 
USER	Prove Ownership	6754	END	1606768726861	1606768726929
USER	Prove Ownership	6755	START	1606768726972	1606768726972
REQUEST	6755		Prove Owner	1606768726972	1606768727028	OK	 
USER	Prove Ownership	6755	END	1606768726972	1606768727028
USER	Prove Ownership	6756	START	1606768727083	1606768727083
REQUEST	6756		Prove Owner	1606768727084	1606768727143	OK	 
USER	Prove Ownership	6756	END	1606768727083	1606768727143
USER	Prove Ownership	6757	START	1606768727192	1606768727192
REQUEST	6757		Prove Owner	1606768727192	1606768727254	OK	 
USER	Prove Ownership	6757	END	1606768727192	1606768727254
USER	Prove Ownership	6758	START	1606768727302	1606768727302
REQUEST	6758		Prove Owner	1606768727302	1606768727385	OK	 
USER	Prove Ownership	6758	END	1606768727302	1606768727385
USER	Prove Ownership	6759	START	1606768727413	1606768727413
REQUEST	6759		Prove Owner	1606768727413	1606768727479	OK	 
USER	Prove Ownership	6759	END	1606768727413	1606768727479
USER	Prove Ownership	6760	START	1606768727525	1606768727525
REQUEST	6760		Prove Owner	1606768727525	1606768727579	OK	 
USER	Prove Ownership	6760	END	1606768727525	1606768727579
USER	Prove Ownership	6761	START	1606768727644	1606768727644
REQUEST	6761		Prove Owner	1606768727644	1606768727701	OK	 
USER	Prove Ownership	6761	END	1606768727644	1606768727701
USER	Prove Ownership	6762	START	1606768727752	1606768727752
REQUEST	6762		Prove Owner	1606768727752	1606768727820	OK	 
USER	Prove Ownership	6762	END	1606768727752	1606768727820
USER	Prove Ownership	6763	START	1606768727864	1606768727864
USER	Prove Ownership	6764	START	1606768727973	1606768727973
REQUEST	6763		Prove Owner	1606768727865	1606768728036	OK	 
USER	Prove Ownership	6763	END	1606768727864	1606768728036
USER	Prove Ownership	6765	START	1606768728082	1606768728082
REQUEST	6764		Prove Owner	1606768727973	1606768728103	OK	 
USER	Prove Ownership	6764	END	1606768727973	1606768728103
REQUEST	6765		Prove Owner	1606768728082	1606768728156	OK	 
USER	Prove Ownership	6765	END	1606768728082	1606768728157
USER	Prove Ownership	6766	START	1606768728194	1606768728194
REQUEST	6766		Prove Owner	1606768728194	1606768728249	OK	 
USER	Prove Ownership	6766	END	1606768728194	1606768728249
USER	Prove Ownership	6767	START	1606768728302	1606768728302
REQUEST	6767		Prove Owner	1606768728302	1606768728390	OK	 
USER	Prove Ownership	6767	END	1606768728302	1606768728390
USER	Prove Ownership	6768	START	1606768728413	1606768728413
REQUEST	6768		Prove Owner	1606768728413	1606768728482	OK	 
USER	Prove Ownership	6768	END	1606768728413	1606768728482
USER	Prove Ownership	6769	START	1606768728525	1606768728525
REQUEST	6769		Prove Owner	1606768728526	1606768728586	OK	 
USER	Prove Ownership	6769	END	1606768728525	1606768728586
USER	Prove Ownership	6770	START	1606768728643	1606768728643
REQUEST	6770		Prove Owner	1606768728643	1606768728694	OK	 
USER	Prove Ownership	6770	END	1606768728643	1606768728694
USER	Prove Ownership	6771	START	1606768728755	1606768728755
REQUEST	6771		Prove Owner	1606768728755	1606768728808	OK	 
USER	Prove Ownership	6771	END	1606768728755	1606768728808
USER	Prove Ownership	6772	START	1606768728863	1606768728863
REQUEST	6772		Prove Owner	1606768728863	1606768728923	OK	 
USER	Prove Ownership	6772	END	1606768728863	1606768728923
USER	Prove Ownership	6773	START	1606768728973	1606768728973
REQUEST	6773		Prove Owner	1606768728973	1606768729033	OK	 
USER	Prove Ownership	6773	END	1606768728973	1606768729033
USER	Prove Ownership	6774	START	1606768729082	1606768729082
REQUEST	6774		Prove Owner	1606768729083	1606768729154	OK	 
USER	Prove Ownership	6774	END	1606768729082	1606768729154
USER	Prove Ownership	6775	START	1606768729192	1606768729192
REQUEST	6775		Prove Owner	1606768729193	1606768729264	OK	 
USER	Prove Ownership	6775	END	1606768729192	1606768729264
USER	Prove Ownership	6776	START	1606768729302	1606768729302
REQUEST	6776		Prove Owner	1606768729302	1606768729395	OK	 
USER	Prove Ownership	6776	END	1606768729302	1606768729395
USER	Prove Ownership	6777	START	1606768729414	1606768729414
REQUEST	6777		Prove Owner	1606768729414	1606768729502	OK	 
USER	Prove Ownership	6777	END	1606768729414	1606768729502
USER	Prove Ownership	6778	START	1606768729523	1606768729523
REQUEST	6778		Prove Owner	1606768729524	1606768729595	OK	 
USER	Prove Ownership	6778	END	1606768729523	1606768729595
USER	Prove Ownership	6779	START	1606768729643	1606768729643
REQUEST	6779		Prove Owner	1606768729644	1606768729713	OK	 
USER	Prove Ownership	6779	END	1606768729643	1606768729713
USER	Prove Ownership	6780	START	1606768729752	1606768729752
REQUEST	6780		Prove Owner	1606768729752	1606768729837	OK	 
USER	Prove Ownership	6780	END	1606768729752	1606768729837
USER	Prove Ownership	6781	START	1606768729862	1606768729862
REQUEST	6781		Prove Owner	1606768729862	1606768729940	OK	 
USER	Prove Ownership	6781	END	1606768729862	1606768729940
USER	Prove Ownership	6782	START	1606768729972	1606768729972
REQUEST	6782		Prove Owner	1606768729972	1606768730044	OK	 
USER	Prove Ownership	6782	END	1606768729972	1606768730044
USER	Prove Ownership	6783	START	1606768730081	1606768730081
REQUEST	6783		Prove Owner	1606768730082	1606768730147	OK	 
USER	Prove Ownership	6783	END	1606768730081	1606768730147
USER	Prove Ownership	6784	START	1606768730193	1606768730193
REQUEST	6784		Prove Owner	1606768730193	1606768730258	OK	 
USER	Prove Ownership	6784	END	1606768730193	1606768730258
USER	Prove Ownership	6785	START	1606768730301	1606768730301
REQUEST	6785		Prove Owner	1606768730302	1606768730388	OK	 
USER	Prove Ownership	6785	END	1606768730301	1606768730388
USER	Prove Ownership	6786	START	1606768730412	1606768730412
REQUEST	6786		Prove Owner	1606768730412	1606768730507	OK	 
USER	Prove Ownership	6786	END	1606768730412	1606768730507
USER	Prove Ownership	6787	START	1606768730534	1606768730534
USER	Prove Ownership	6788	START	1606768730634	1606768730634
USER	Prove Ownership	6789	START	1606768730743	1606768730743
REQUEST	6787		Prove Owner	1606768730535	1606768730834	OK	 
USER	Prove Ownership	6787	END	1606768730534	1606768730835
USER	Prove Ownership	6790	START	1606768730862	1606768730862
USER	Prove Ownership	6791	START	1606768730973	1606768730973
REQUEST	6788		Prove Owner	1606768730634	1606768731019	OK	 
USER	Prove Ownership	6788	END	1606768730634	1606768731019
USER	Prove Ownership	6792	START	1606768731081	1606768731081
REQUEST	6789		Prove Owner	1606768730743	1606768731114	OK	 
USER	Prove Ownership	6789	END	1606768730743	1606768731114
USER	Prove Ownership	6793	START	1606768731192	1606768731192
REQUEST	6790		Prove Owner	1606768730862	1606768731249	OK	 
USER	Prove Ownership	6790	END	1606768730862	1606768731249
USER	Prove Ownership	6794	START	1606768731302	1606768731302
REQUEST	6791		Prove Owner	1606768730973	1606768731353	OK	 
USER	Prove Ownership	6791	END	1606768730973	1606768731353
USER	Prove Ownership	6795	START	1606768731412	1606768731412
REQUEST	6792		Prove Owner	1606768731081	1606768731453	OK	 
USER	Prove Ownership	6792	END	1606768731081	1606768731453
REQUEST	6793		Prove Owner	1606768731192	1606768731470	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	6793	END	1606768731192	1606768731471
USER	Prove Ownership	6796	START	1606768731524	1606768731524
REQUEST	6794		Prove Owner	1606768731302	1606768731524	OK	 
USER	Prove Ownership	6794	END	1606768731302	1606768731524
REQUEST	6795		Prove Owner	1606768731413	1606768731553	OK	 
USER	Prove Ownership	6795	END	1606768731412	1606768731553
REQUEST	6796		Prove Owner	1606768731524	1606768731595	OK	 
USER	Prove Ownership	6796	END	1606768731524	1606768731595
USER	Prove Ownership	6797	START	1606768731631	1606768731631
REQUEST	6797		Prove Owner	1606768731631	1606768731686	OK	 
USER	Prove Ownership	6797	END	1606768731631	1606768731686
USER	Prove Ownership	6798	START	1606768731742	1606768731742
REQUEST	6798		Prove Owner	1606768731742	1606768731826	OK	 
USER	Prove Ownership	6798	END	1606768731742	1606768731827
USER	Prove Ownership	6799	START	1606768731862	1606768731862
REQUEST	6799		Prove Owner	1606768731862	1606768731933	OK	 
USER	Prove Ownership	6799	END	1606768731862	1606768731933
USER	Prove Ownership	6800	START	1606768731971	1606768731971
REQUEST	6800		Prove Owner	1606768731972	1606768732026	OK	 
USER	Prove Ownership	6800	END	1606768731971	1606768732026
USER	Prove Ownership	6801	START	1606768732082	1606768732082
REQUEST	6801		Prove Owner	1606768732082	1606768732136	OK	 
USER	Prove Ownership	6801	END	1606768732082	1606768732136
USER	Prove Ownership	6802	START	1606768732192	1606768732192
REQUEST	6802		Prove Owner	1606768732192	1606768732247	OK	 
USER	Prove Ownership	6802	END	1606768732192	1606768732247
