RUN	computerdatabase.ProveOwner	proveowner	1588029727747	7 per second	3.3.1
USER	Prove Ownership	21	START	1588029731883	1588029731883
USER	Prove Ownership	16	END	1588029731161	1588029731884
REQUEST	17		Prove Owner	1588029731302	1588029731945	OK	 
USER	Prove Ownership	17	END	1588029731301	1588029731948
USER	Prove Ownership	22	START	1588029732021	1588029732021
REQUEST	18		Prove Owner	1588029731452	1588029732131	OK	 
USER	Prove Ownership	18	END	1588029731451	1588029732134
USER	Prove Ownership	23	START	1588029732163	1588029732163
REQUEST	19		Prove Owner	1588029731593	1588029732204	OK	 
USER	Prove Ownership	19	END	1588029731591	1588029732205
USER	Prove Ownership	24	START	1588029732302	1588029732302
REQUEST	20		Prove Owner	1588029731732	1588029732314	OK	 
USER	Prove Ownership	20	END	1588029731731	1588029732315
REQUEST	21		Prove Owner	1588029731884	1588029732356	OK	 
USER	Prove Ownership	21	END	1588029731883	1588029732356
REQUEST	22		Prove Owner	1588029732029	1588029732447	OK	 
USER	Prove Ownership	22	END	1588029732021	1588029732448
USER	Prove Ownership	25	START	1588029732451	1588029732451
REQUEST	23		Prove Owner	1588029732164	1588029732494	OK	 
USER	Prove Ownership	23	END	1588029732163	1588029732495
USER	Prove Ownership	26	START	1588029732591	1588029732591
REQUEST	24		Prove Owner	1588029732303	1588029732606	OK	 
USER	Prove Ownership	24	END	1588029732302	1588029732607
REQUEST	25		Prove Owner	1588029732452	1588029732624	OK	 
USER	Prove Ownership	25	END	1588029732451	1588029732625
REQUEST	26		Prove Owner	1588029732592	1588029732693	OK	 
USER	Prove Ownership	26	END	1588029732591	1588029732694
USER	Prove Ownership	27	START	1588029732732	1588029732732
REQUEST	27		Prove Owner	1588029732732	1588029732791	OK	 
USER	Prove Ownership	27	END	1588029732732	1588029732792
USER	Prove Ownership	28	START	1588029732881	1588029732881
REQUEST	28		Prove Owner	1588029732881	1588029732953	OK	 
USER	Prove Ownership	28	END	1588029732881	1588029732954
USER	Prove Ownership	29	START	1588029733022	1588029733022
REQUEST	29		Prove Owner	1588029733023	1588029733100	OK	 
USER	Prove Ownership	29	END	1588029733022	1588029733101
USER	Prove Ownership	30	START	1588029733162	1588029733162
REQUEST	30		Prove Owner	1588029733163	1588029733226	OK	 
USER	Prove Ownership	30	END	1588029733162	1588029733227
USER	Prove Ownership	31	START	1588029733301	1588029733301
REQUEST	31		Prove Owner	1588029733302	1588029733377	OK	 
USER	Prove Ownership	31	END	1588029733301	1588029733378
USER	Prove Ownership	32	START	1588029733453	1588029733453
REQUEST	32		Prove Owner	1588029733453	1588029733527	OK	 
USER	Prove Ownership	32	END	1588029733453	1588029733528
USER	Prove Ownership	33	START	1588029733591	1588029733591
REQUEST	33		Prove Owner	1588029733592	1588029733672	OK	 
USER	Prove Ownership	33	END	1588029733591	1588029733673
USER	Prove Ownership	34	START	1588029733733	1588029733733
REQUEST	34		Prove Owner	1588029733734	1588029733796	OK	 
USER	Prove Ownership	34	END	1588029733733	1588029733796
USER	Prove Ownership	35	START	1588029733882	1588029733882
REQUEST	35		Prove Owner	1588029733883	1588029733946	OK	 
USER	Prove Ownership	35	END	1588029733882	1588029733947
USER	Prove Ownership	36	START	1588029734022	1588029734022
REQUEST	36		Prove Owner	1588029734023	1588029734088	OK	 
USER	Prove Ownership	36	END	1588029734022	1588029734088
USER	Prove Ownership	37	START	1588029734163	1588029734163
REQUEST	37		Prove Owner	1588029734164	1588029734220	OK	 
USER	Prove Ownership	37	END	1588029734163	1588029734221
USER	Prove Ownership	38	START	1588029734301	1588029734301
REQUEST	38		Prove Owner	1588029734302	1588029734397	OK	 
USER	Prove Ownership	38	END	1588029734301	1588029734398
USER	Prove Ownership	39	START	1588029734452	1588029734452
REQUEST	39		Prove Owner	1588029734453	1588029734541	OK	 
USER	Prove Ownership	39	END	1588029734452	1588029734541
USER	Prove Ownership	40	START	1588029734594	1588029734594
REQUEST	40		Prove Owner	1588029734594	1588029734678	OK	 
USER	Prove Ownership	40	END	1588029734594	1588029734679
USER	Prove Ownership	41	START	1588029734732	1588029734732
REQUEST	41		Prove Owner	1588029734732	1588029734799	OK	 
USER	Prove Ownership	41	END	1588029734732	1588029734800
USER	Prove Ownership	42	START	1588029734882	1588029734882
REQUEST	42		Prove Owner	1588029734883	1588029734967	OK	 
USER	Prove Ownership	42	END	1588029734882	1588029734968
USER	Prove Ownership	43	START	1588029735022	1588029735022
REQUEST	43		Prove Owner	1588029735022	1588029735100	OK	 
USER	Prove Ownership	43	END	1588029735022	1588029735101
USER	Prove Ownership	44	START	1588029735162	1588029735162
REQUEST	44		Prove Owner	1588029735162	1588029735227	OK	 
USER	Prove Ownership	44	END	1588029735162	1588029735227
USER	Prove Ownership	45	START	1588029735302	1588029735302
REQUEST	45		Prove Owner	1588029735303	1588029735397	OK	 
USER	Prove Ownership	45	END	1588029735302	1588029735397
USER	Prove Ownership	46	START	1588029735451	1588029735451
REQUEST	46		Prove Owner	1588029735452	1588029735535	OK	 
USER	Prove Ownership	46	END	1588029735451	1588029735536
USER	Prove Ownership	47	START	1588029735594	1588029735594
REQUEST	47		Prove Owner	1588029735594	1588029735653	OK	 
USER	Prove Ownership	47	END	1588029735594	1588029735654
USER	Prove Ownership	48	START	1588029735731	1588029735731
REQUEST	48		Prove Owner	1588029735731	1588029735800	OK	 
USER	Prove Ownership	48	END	1588029735731	1588029735800
USER	Prove Ownership	49	START	1588029735882	1588029735882
REQUEST	49		Prove Owner	1588029735883	1588029735952	OK	 
USER	Prove Ownership	49	END	1588029735882	1588029735952
USER	Prove Ownership	50	START	1588029736022	1588029736022
REQUEST	50		Prove Owner	1588029736023	1588029736092	OK	 
USER	Prove Ownership	50	END	1588029736022	1588029736092
USER	Prove Ownership	51	START	1588029736161	1588029736161
REQUEST	51		Prove Owner	1588029736162	1588029736218	OK	 
USER	Prove Ownership	51	END	1588029736161	1588029736219
USER	Prove Ownership	52	START	1588029736301	1588029736301
REQUEST	52		Prove Owner	1588029736302	1588029736357	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	52	END	1588029736301	1588029736360
USER	Prove Ownership	53	START	1588029736453	1588029736453
REQUEST	53		Prove Owner	1588029736454	1588029736527	OK	 
USER	Prove Ownership	53	END	1588029736453	1588029736528
USER	Prove Ownership	54	START	1588029736593	1588029736593
REQUEST	54		Prove Owner	1588029736594	1588029736654	OK	 
USER	Prove Ownership	54	END	1588029736593	1588029736655
USER	Prove Ownership	55	START	1588029736734	1588029736734
REQUEST	55		Prove Owner	1588029736734	1588029736802	OK	 
USER	Prove Ownership	55	END	1588029736734	1588029736803
USER	Prove Ownership	56	START	1588029736882	1588029736882
REQUEST	56		Prove Owner	1588029736883	1588029736961	OK	 
USER	Prove Ownership	56	END	1588029736882	1588029736962
USER	Prove Ownership	57	START	1588029737022	1588029737022
REQUEST	57		Prove Owner	1588029737022	1588029737087	OK	 
USER	Prove Ownership	57	END	1588029737022	1588029737087
USER	Prove Ownership	58	START	1588029737162	1588029737162
REQUEST	58		Prove Owner	1588029737163	1588029737222	OK	 
USER	Prove Ownership	58	END	1588029737162	1588029737222
USER	Prove Ownership	59	START	1588029737301	1588029737301
REQUEST	59		Prove Owner	1588029737302	1588029737369	OK	 
USER	Prove Ownership	59	END	1588029737301	1588029737369
USER	Prove Ownership	60	START	1588029737454	1588029737454
REQUEST	60		Prove Owner	1588029737454	1588029737527	OK	 
USER	Prove Ownership	60	END	1588029737454	1588029737527
USER	Prove Ownership	61	START	1588029737591	1588029737591
REQUEST	61		Prove Owner	1588029737592	1588029737713	OK	 
USER	Prove Ownership	61	END	1588029737591	1588029737714
USER	Prove Ownership	62	START	1588029737731	1588029737731
REQUEST	62		Prove Owner	1588029737732	1588029737816	OK	 
USER	Prove Ownership	62	END	1588029737731	1588029737816
USER	Prove Ownership	63	START	1588029737881	1588029737881
REQUEST	63		Prove Owner	1588029737882	1588029737938	OK	 
USER	Prove Ownership	63	END	1588029737881	1588029737939
USER	Prove Ownership	64	START	1588029738021	1588029738021
REQUEST	64		Prove Owner	1588029738022	1588029738084	OK	 
USER	Prove Ownership	64	END	1588029738021	1588029738085
USER	Prove Ownership	65	START	1588029738162	1588029738162
REQUEST	65		Prove Owner	1588029738163	1588029738216	OK	 
USER	Prove Ownership	65	END	1588029738162	1588029738217
USER	Prove Ownership	66	START	1588029738312	1588029738312
REQUEST	66		Prove Owner	1588029738313	1588029738377	OK	 
USER	Prove Ownership	66	END	1588029738312	1588029738377
USER	Prove Ownership	67	START	1588029738454	1588029738454
REQUEST	67		Prove Owner	1588029738454	1588029738544	OK	 
USER	Prove Ownership	67	END	1588029738454	1588029738545
USER	Prove Ownership	68	START	1588029738591	1588029738591
REQUEST	68		Prove Owner	1588029738592	1588029738647	OK	 
USER	Prove Ownership	68	END	1588029738591	1588029738648
USER	Prove Ownership	69	START	1588029738733	1588029738733
REQUEST	69		Prove Owner	1588029738734	1588029738826	OK	 
USER	Prove Ownership	69	END	1588029738733	1588029738826
USER	Prove Ownership	70	START	1588029738882	1588029738882
USER	Prove Ownership	71	START	1588029739021	1588029739021
USER	Prove Ownership	72	START	1588029739161	1588029739161
USER	Prove Ownership	73	START	1588029739312	1588029739312
REQUEST	70		Prove Owner	1588029738883	1588029739354	OK	 
USER	Prove Ownership	70	END	1588029738882	1588029739355
REQUEST	71		Prove Owner	1588029739022	1588029739398	OK	 
USER	Prove Ownership	71	END	1588029739021	1588029739398
USER	Prove Ownership	74	START	1588029739452	1588029739452
USER	Prove Ownership	75	START	1588029739593	1588029739593
USER	Prove Ownership	76	START	1588029739731	1588029739731
REQUEST	72		Prove Owner	1588029739162	1588029739759	OK	 
USER	Prove Ownership	72	END	1588029739161	1588029739759
REQUEST	73		Prove Owner	1588029739313	1588029739825	OK	 
USER	Prove Ownership	73	END	1588029739312	1588029739826
USER	Prove Ownership	77	START	1588029739881	1588029739881
USER	Prove Ownership	78	START	1588029740021	1588029740021
REQUEST	74		Prove Owner	1588029739454	1588029740099	OK	 
USER	Prove Ownership	74	END	1588029739452	1588029740100
USER	Prove Ownership	79	START	1588029740161	1588029740161
REQUEST	75		Prove Owner	1588029739594	1588029740250	OK	 
USER	Prove Ownership	75	END	1588029739593	1588029740251
USER	Prove Ownership	80	START	1588029740301	1588029740301
USER	Prove Ownership	81	START	1588029740451	1588029740451
USER	Prove Ownership	82	START	1588029740592	1588029740592
REQUEST	76		Prove Owner	1588029739732	1588029740684	OK	 
USER	Prove Ownership	76	END	1588029739731	1588029740684
USER	Prove Ownership	83	START	1588029740731	1588029740731
REQUEST	77		Prove Owner	1588029739882	1588029740762	OK	 
USER	Prove Ownership	77	END	1588029739881	1588029740763
USER	Prove Ownership	84	START	1588029740881	1588029740881
REQUEST	79		Prove Owner	1588029740162	1588029740941	OK	 
USER	Prove Ownership	79	END	1588029740161	1588029740942
REQUEST	78		Prove Owner	1588029740022	1588029740999	OK	 
USER	Prove Ownership	78	END	1588029740021	1588029741000
USER	Prove Ownership	85	START	1588029741022	1588029741022
REQUEST	81		Prove Owner	1588029740452	1588029741070	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	81	END	1588029740451	1588029741070
REQUEST	80		Prove Owner	1588029740302	1588029741087	OK	 
USER	Prove Ownership	80	END	1588029740301	1588029741088
USER	Prove Ownership	86	START	1588029741162	1588029741162
REQUEST	82		Prove Owner	1588029740593	1588029741197	OK	 
USER	Prove Ownership	82	END	1588029740592	1588029741198
REQUEST	83		Prove Owner	1588029740732	1588029741237	OK	 
USER	Prove Ownership	83	END	1588029740731	1588029741237
USER	Prove Ownership	87	START	1588029741301	1588029741301
REQUEST	84		Prove Owner	1588029740882	1588029741308	OK	 
USER	Prove Ownership	84	END	1588029740881	1588029741309
REQUEST	85		Prove Owner	1588029741023	1588029741326	OK	 
USER	Prove Ownership	85	END	1588029741022	1588029741327
REQUEST	86		Prove Owner	1588029741162	1588029741411	OK	 
USER	Prove Ownership	86	END	1588029741162	1588029741412
REQUEST	87		Prove Owner	1588029741301	1588029741443	OK	 
USER	Prove Ownership	87	END	1588029741301	1588029741443
USER	Prove Ownership	88	START	1588029741451	1588029741451
REQUEST	88		Prove Owner	1588029741452	1588029741532	OK	 
USER	Prove Ownership	88	END	1588029741451	1588029741533
USER	Prove Ownership	89	START	1588029741591	1588029741591
REQUEST	89		Prove Owner	1588029741592	1588029741663	OK	 
USER	Prove Ownership	89	END	1588029741591	1588029741663
USER	Prove Ownership	90	START	1588029741732	1588029741732
REQUEST	90		Prove Owner	1588029741732	1588029741801	OK	 
USER	Prove Ownership	90	END	1588029741732	1588029741801
USER	Prove Ownership	91	START	1588029741881	1588029741881
REQUEST	91		Prove Owner	1588029741882	1588029741980	OK	 
USER	Prove Ownership	91	END	1588029741881	1588029741980
USER	Prove Ownership	92	START	1588029742023	1588029742023
REQUEST	92		Prove Owner	1588029742023	1588029742091	OK	 
USER	Prove Ownership	92	END	1588029742023	1588029742091
USER	Prove Ownership	93	START	1588029742162	1588029742162
REQUEST	93		Prove Owner	1588029742162	1588029742220	OK	 
USER	Prove Ownership	93	END	1588029742162	1588029742221
USER	Prove Ownership	94	START	1588029742302	1588029742302
REQUEST	94		Prove Owner	1588029742302	1588029742386	OK	 
USER	Prove Ownership	94	END	1588029742302	1588029742387
USER	Prove Ownership	95	START	1588029742454	1588029742454
REQUEST	95		Prove Owner	1588029742454	1588029742544	OK	 
USER	Prove Ownership	95	END	1588029742454	1588029742545
USER	Prove Ownership	96	START	1588029742591	1588029742591
REQUEST	96		Prove Owner	1588029742592	1588029742701	OK	 
USER	Prove Ownership	96	END	1588029742591	1588029742702
USER	Prove Ownership	97	START	1588029742731	1588029742731
REQUEST	97		Prove Owner	1588029742732	1588029742836	OK	 
USER	Prove Ownership	97	END	1588029742731	1588029742837
USER	Prove Ownership	98	START	1588029742884	1588029742884
REQUEST	98		Prove Owner	1588029742884	1588029743016	OK	 
USER	Prove Ownership	98	END	1588029742884	1588029743017
USER	Prove Ownership	99	START	1588029743023	1588029743023
REQUEST	99		Prove Owner	1588029743024	1588029743104	OK	 
USER	Prove Ownership	99	END	1588029743023	1588029743105
USER	Prove Ownership	100	START	1588029743163	1588029743163
REQUEST	100		Prove Owner	1588029743163	1588029743231	OK	 
USER	Prove Ownership	100	END	1588029743163	1588029743231
USER	Prove Ownership	101	START	1588029743302	1588029743302
REQUEST	101		Prove Owner	1588029743302	1588029743382	OK	 
USER	Prove Ownership	101	END	1588029743302	1588029743383
USER	Prove Ownership	102	START	1588029743452	1588029743452
REQUEST	102		Prove Owner	1588029743453	1588029743556	OK	 
USER	Prove Ownership	102	END	1588029743452	1588029743556
USER	Prove Ownership	103	START	1588029743591	1588029743591
REQUEST	103		Prove Owner	1588029743592	1588029743692	OK	 
USER	Prove Ownership	103	END	1588029743591	1588029743693
USER	Prove Ownership	104	START	1588029743731	1588029743731
REQUEST	104		Prove Owner	1588029743732	1588029743843	OK	 
USER	Prove Ownership	104	END	1588029743731	1588029743844
USER	Prove Ownership	105	START	1588029743882	1588029743882
REQUEST	105		Prove Owner	1588029743884	1588029743971	OK	 
USER	Prove Ownership	105	END	1588029743882	1588029743971
USER	Prove Ownership	106	START	1588029744021	1588029744021
REQUEST	106		Prove Owner	1588029744022	1588029744106	OK	 
USER	Prove Ownership	106	END	1588029744021	1588029744107
USER	Prove Ownership	107	START	1588029744161	1588029744161
REQUEST	107		Prove Owner	1588029744162	1588029744242	OK	 
USER	Prove Ownership	107	END	1588029744161	1588029744243
USER	Prove Ownership	108	START	1588029744314	1588029744314
REQUEST	108		Prove Owner	1588029744315	1588029744398	OK	 
USER	Prove Ownership	108	END	1588029744314	1588029744399
USER	Prove Ownership	109	START	1588029744451	1588029744451
REQUEST	109		Prove Owner	1588029744452	1588029744539	OK	 
USER	Prove Ownership	109	END	1588029744451	1588029744540
USER	Prove Ownership	110	START	1588029744591	1588029744591
REQUEST	110		Prove Owner	1588029744592	1588029744658	OK	 
USER	Prove Ownership	110	END	1588029744591	1588029744659
USER	Prove Ownership	111	START	1588029744731	1588029744731
REQUEST	111		Prove Owner	1588029744732	1588029744806	OK	 
USER	Prove Ownership	111	END	1588029744731	1588029744807
USER	Prove Ownership	112	START	1588029744881	1588029744881
REQUEST	112		Prove Owner	1588029744882	1588029744951	OK	 
USER	Prove Ownership	112	END	1588029744881	1588029744952
USER	Prove Ownership	113	START	1588029745023	1588029745023
REQUEST	113		Prove Owner	1588029745024	1588029745095	OK	 
USER	Prove Ownership	113	END	1588029745023	1588029745096
USER	Prove Ownership	114	START	1588029745162	1588029745162
REQUEST	114		Prove Owner	1588029745163	1588029745242	OK	 
USER	Prove Ownership	114	END	1588029745162	1588029745243
USER	Prove Ownership	115	START	1588029745302	1588029745302
REQUEST	115		Prove Owner	1588029745303	1588029745374	OK	 
USER	Prove Ownership	115	END	1588029745302	1588029745375
USER	Prove Ownership	116	START	1588029745453	1588029745453
REQUEST	116		Prove Owner	1588029745454	1588029745531	OK	 
USER	Prove Ownership	116	END	1588029745453	1588029745531
USER	Prove Ownership	117	START	1588029745592	1588029745592
REQUEST	117		Prove Owner	1588029745593	1588029745651	OK	 
USER	Prove Ownership	117	END	1588029745592	1588029745651
USER	Prove Ownership	118	START	1588029745731	1588029745731
REQUEST	118		Prove Owner	1588029745732	1588029745797	OK	 
USER	Prove Ownership	118	END	1588029745731	1588029745798
USER	Prove Ownership	119	START	1588029745882	1588029745882
REQUEST	119		Prove Owner	1588029745884	1588029745958	OK	 
USER	Prove Ownership	119	END	1588029745882	1588029745958
USER	Prove Ownership	120	START	1588029746022	1588029746022
REQUEST	120		Prove Owner	1588029746023	1588029746124	OK	 
USER	Prove Ownership	120	END	1588029746022	1588029746125
USER	Prove Ownership	121	START	1588029746164	1588029746164
REQUEST	121		Prove Owner	1588029746165	1588029746223	OK	 
USER	Prove Ownership	121	END	1588029746164	1588029746223
USER	Prove Ownership	122	START	1588029746303	1588029746303
REQUEST	122		Prove Owner	1588029746304	1588029746360	OK	 
USER	Prove Ownership	122	END	1588029746303	1588029746361
USER	Prove Ownership	123	START	1588029746451	1588029746451
REQUEST	123		Prove Owner	1588029746451	1588029746547	OK	 
USER	Prove Ownership	123	END	1588029746451	1588029746547
USER	Prove Ownership	124	START	1588029746593	1588029746593
REQUEST	124		Prove Owner	1588029746594	1588029746678	OK	 
USER	Prove Ownership	124	END	1588029746593	1588029746679
USER	Prove Ownership	125	START	1588029746732	1588029746732
REQUEST	125		Prove Owner	1588029746734	1588029746797	OK	 
USER	Prove Ownership	125	END	1588029746732	1588029746797
USER	Prove Ownership	126	START	1588029746883	1588029746883
REQUEST	126		Prove Owner	1588029746890	1588029746948	OK	 
USER	Prove Ownership	126	END	1588029746883	1588029746949
USER	Prove Ownership	127	START	1588029747023	1588029747023
REQUEST	127		Prove Owner	1588029747025	1588029747114	OK	 
USER	Prove Ownership	127	END	1588029747023	1588029747114
USER	Prove Ownership	128	START	1588029747161	1588029747161
REQUEST	128		Prove Owner	1588029747163	1588029747228	OK	 
USER	Prove Ownership	128	END	1588029747161	1588029747229
USER	Prove Ownership	129	START	1588029747303	1588029747303
REQUEST	129		Prove Owner	1588029747303	1588029747362	OK	 
USER	Prove Ownership	129	END	1588029747303	1588029747363
USER	Prove Ownership	130	START	1588029747451	1588029747451
REQUEST	130		Prove Owner	1588029747452	1588029747521	OK	 
USER	Prove Ownership	130	END	1588029747451	1588029747521
USER	Prove Ownership	131	START	1588029747591	1588029747591
REQUEST	131		Prove Owner	1588029747592	1588029747664	OK	 
USER	Prove Ownership	131	END	1588029747591	1588029747664
USER	Prove Ownership	132	START	1588029747731	1588029747731
REQUEST	132		Prove Owner	1588029747732	1588029747795	OK	 
USER	Prove Ownership	132	END	1588029747731	1588029747795
USER	Prove Ownership	133	START	1588029747872	1588029747872
REQUEST	133		Prove Owner	1588029747873	1588029747945	OK	 
USER	Prove Ownership	133	END	1588029747872	1588029747946
USER	Prove Ownership	134	START	1588029748022	1588029748022
REQUEST	134		Prove Owner	1588029748023	1588029748093	OK	 
USER	Prove Ownership	134	END	1588029748022	1588029748094
USER	Prove Ownership	135	START	1588029748161	1588029748161
REQUEST	135		Prove Owner	1588029748162	1588029748252	OK	 
USER	Prove Ownership	135	END	1588029748161	1588029748252
USER	Prove Ownership	136	START	1588029748301	1588029748301
REQUEST	136		Prove Owner	1588029748302	1588029748373	OK	 
USER	Prove Ownership	136	END	1588029748301	1588029748374
USER	Prove Ownership	137	START	1588029748451	1588029748451
REQUEST	137		Prove Owner	1588029748451	1588029748535	OK	 
USER	Prove Ownership	137	END	1588029748451	1588029748535
USER	Prove Ownership	138	START	1588029748592	1588029748592
REQUEST	138		Prove Owner	1588029748593	1588029748653	OK	 
USER	Prove Ownership	138	END	1588029748592	1588029748654
USER	Prove Ownership	139	START	1588029748732	1588029748732
REQUEST	139		Prove Owner	1588029748733	1588029748791	OK	 
USER	Prove Ownership	139	END	1588029748732	1588029748793
USER	Prove Ownership	140	START	1588029748882	1588029748882
USER	Prove Ownership	141	START	1588029749021	1588029749021
REQUEST	140		Prove Owner	1588029748882	1588029749059	OK	 
USER	Prove Ownership	140	END	1588029748882	1588029749060
USER	Prove Ownership	142	START	1588029749161	1588029749161
REQUEST	141		Prove Owner	1588029749022	1588029749209	OK	 
USER	Prove Ownership	141	END	1588029749021	1588029749210
USER	Prove Ownership	143	START	1588029749302	1588029749302
USER	Prove Ownership	144	START	1588029749451	1588029749451
REQUEST	142		Prove Owner	1588029749162	1588029749518	OK	 
USER	Prove Ownership	142	END	1588029749161	1588029749518
USER	Prove Ownership	145	START	1588029749592	1588029749592
REQUEST	143		Prove Owner	1588029749304	1588029749657	OK	 
USER	Prove Ownership	143	END	1588029749302	1588029749657
USER	Prove Ownership	146	START	1588029749731	1588029749731
REQUEST	144		Prove Owner	1588029749452	1588029749812	OK	 
USER	Prove Ownership	144	END	1588029749451	1588029749813
USER	Prove Ownership	147	START	1588029749881	1588029749881
REQUEST	145		Prove Owner	1588029749592	1588029749979	OK	 
USER	Prove Ownership	145	END	1588029749592	1588029749979
USER	Prove Ownership	148	START	1588029750021	1588029750021
REQUEST	146		Prove Owner	1588029749732	1588029750062	OK	 
USER	Prove Ownership	146	END	1588029749731	1588029750062
USER	Prove Ownership	149	START	1588029750161	1588029750161
REQUEST	147		Prove Owner	1588029749882	1588029750196	OK	 
USER	Prove Ownership	147	END	1588029749881	1588029750197
USER	Prove Ownership	150	START	1588029750301	1588029750301
REQUEST	148		Prove Owner	1588029750022	1588029750320	OK	 
USER	Prove Ownership	148	END	1588029750021	1588029750321
REQUEST	149		Prove Owner	1588029750162	1588029750358	OK	 
USER	Prove Ownership	149	END	1588029750161	1588029750360
USER	Prove Ownership	151	START	1588029750451	1588029750451
REQUEST	150		Prove Owner	1588029750302	1588029750528	OK	 
USER	Prove Ownership	150	END	1588029750301	1588029750528
USER	Prove Ownership	152	START	1588029750592	1588029750592
REQUEST	151		Prove Owner	1588029750452	1588029750671	OK	 
USER	Prove Ownership	151	END	1588029750451	1588029750671
USER	Prove Ownership	153	START	1588029750731	1588029750731
REQUEST	152		Prove Owner	1588029750593	1588029750829	OK	 
USER	Prove Ownership	152	END	1588029750592	1588029750829
USER	Prove Ownership	154	START	1588029750882	1588029750882
REQUEST	153		Prove Owner	1588029750732	1588029750933	OK	 
USER	Prove Ownership	153	END	1588029750731	1588029750933
USER	Prove Ownership	155	START	1588029751021	1588029751021
REQUEST	154		Prove Owner	1588029750883	1588029751041	OK	 
USER	Prove Ownership	154	END	1588029750882	1588029751042
REQUEST	155		Prove Owner	1588029751022	1588029751136	OK	 
USER	Prove Ownership	155	END	1588029751021	1588029751136
USER	Prove Ownership	156	START	1588029751161	1588029751161
REQUEST	156		Prove Owner	1588029751162	1588029751264	OK	 
USER	Prove Ownership	156	END	1588029751161	1588029751264
USER	Prove Ownership	157	START	1588029751313	1588029751313
REQUEST	157		Prove Owner	1588029751314	1588029751383	OK	 
USER	Prove Ownership	157	END	1588029751313	1588029751383
USER	Prove Ownership	158	START	1588029751451	1588029751451
REQUEST	158		Prove Owner	1588029751451	1588029751538	OK	 
USER	Prove Ownership	158	END	1588029751451	1588029751539
USER	Prove Ownership	159	START	1588029751592	1588029751592
REQUEST	159		Prove Owner	1588029751592	1588029751675	OK	 
USER	Prove Ownership	159	END	1588029751592	1588029751676
USER	Prove Ownership	160	START	1588029751732	1588029751732
REQUEST	160		Prove Owner	1588029751732	1588029751813	OK	 
USER	Prove Ownership	160	END	1588029751732	1588029751813
USER	Prove Ownership	161	START	1588029751882	1588029751882
REQUEST	161		Prove Owner	1588029751883	1588029751973	OK	 
USER	Prove Ownership	161	END	1588029751882	1588029751974
